,name,artist,spotify_id,release_date,genres
543,Rockabye,Clean Bandit,2hrUO4drrO63i7FYbCLBl2,2018-11-30,[]
544,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,[]
545,Let Me Love You,DJ Snake,0lYBSQXN6rCTvUZvg9S0lU,2016-08-05,[]
546,Sorry Not Sorry,Demi Lovato,0yvPEnB032fojLfVluFjUv,2017-09-29,[]
547,Bank Account,21 Savage,5eqK0tbzUPo2SoeZsov04s,2017-07-06,[]
548,Can't Stop the Feeling!,Justin Timberlake,6JV2JOEocMgcZxYSZelKcc,2016-05-06,[]
549,Mi Gente,J Balvin & Willy William,7COfe3P7KgfwDwIRB8LIDw,2018-05-25,"['reggaeton', 'latin']"
550,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,2017-06-23,[]
551,T-shirt,Migos,1rkfJLgTlB6XYNjgZ0sVaK,2017-01-27,['trap']
552,Rake It Up,Yo Gotti,4knL4iPxPOZjQzTUlELGSY,2017-10-27,"['memphis rap', 'southern hip hop']"
553,Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,[]
554,Tunnel Vision,Kodak Black,4Q3N4Ct4zCuIHuZ65E3BD4,2017-03-31,[]
555,Rockstar,Post Malone,0e7ipj03S05BNilyu5bRzt,2018-04-27,[]
556,In Case You Didn't Know,Brett Young,10M2Ex445zw585Ducldzkw,2017-02-10,['country']
557,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,2016-06-16,[]
558,Now or Never,Halsey,126oeltvIg79HHP4yAi4rq,2017-06-02,[]
559,Caroline,Aminé,5hTpBe8h35rJ67eAWHQsJx,2017-07-28,[]
560,Rolex,Ayo & Teo,0pSBuHjILhNEo55xK1zrRt,2017-03-15,[]
561,DNA,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,2017-04-14,"['hip hop', 'west coast hip hop']"
562,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,1lItf5ZXJc1by9SbPeljFd,2016-09-30,[]
563,Swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,2016-08-12,[]
564,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,2017-03-18,['rap']
565,Loyalty,Kendrick Lamar,6SwRhMLwNqEi6alNPVG00n,2017-04-14,"['hip hop', 'west coast hip hop']"
566,Praying,Kesha,0jdny0dhgjUwoIp5GkqEaA,2017-08-11,[]
567,Goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,2016-09-16,['rap']
568,Cold,Maroon 5,2NlTOhsAamXOaZciOXbITb,2018-06-15,['pop']
569,Broccoli,DRAM,7yyRTcZmCiyzzJlNzGC9Ol,2016-10-21,[]
570,Slide,Calvin Harris,7tr2za8SQg2CI8EDgrdtNl,2017-06-30,['edm']
571,What Ifs,Kane Brown,7zVCrzzEJU7u24sbJPXA5W,2016-12-02,"['country', 'pop country']"
572,Chained to the Rhythm,Katy Perry,7qvxFz3JodM0A7xEM7k3YD,2017-06-09,['pop']
573,Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,2017-06-30,['edm']
574,All Time Low,Jon Bellion,1CnPYaKxTVb4LWOtiGOm0m,2016-06-10,[]
575,Hurricane,Luke Combs,6xHI9KjUjYT0FPtGO8Mxa1,2017-06-02,['country']
576,Too Good at Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,['soft pop']
577,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,2017-04-27,[]
578,Magnolia,Playboi Carti,1e1JKLEDKP7hEQzJfNAgPl,2017-04-14,['rage rap']
579,Love Galore,SZA,0q75NwOoFiARAVp4EXU4Bs,2017-06-09,['r&b']
580,Drowning,A Boogie wit da Hoodie,1f5cbQtDrykjarZVrShaDI,2017-09-29,['melodic rap']
581,Starving,Hailee Steinfeld & Grey,4Ce37cRWvM1vIGGynKcs22,2016-07-22,[]
582,Both,Gucci Mane,5tFep7dXGd7vEJ668wTPux,2016-12-16,"['southern hip hop', 'rap', 'trap']"
583,What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,2017-10-13,[]
584,Swalla,Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,2017-02-23,[]
585,Slippery,Migos,0TBgMKD86t1VP3IzhxCoUl,2017-01-27,['trap']
586,Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,2017-05-12,[]
587,Water Under the Bridge,Adele,2DRMuw0U0QbkVQxWxdJV3M,2015-11-20,['soft pop']
588,Malibu,Miley Cyrus,1UZOjK1BwmwWU14Erba9CZ,2017-09-29,[]
589,Down,Marian Hill,0ZQfn5nh2TnVE6Q0AT8eXr,2016-06-20,[]
590,No Promises,Cheat Codes,1louJpMmzEicAn7lzDalPW,2017-03-31,[]
591,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,2017-04-20,[]
592,I Get the Bag,Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,2017-10-13,"['southern hip hop', 'rap', 'trap']"
593,Small Town Boy,Dustin Lynch,7mS200vKsSSVgrbMxWza54,2017-09-08,"['country', 'acoustic country']"
594,Everyday We Lit,YFN Lucci,3J8Q6aBhjpvao8BsBQ6H9Y,2017-03-03,[]
595,Havana,Camila Cabello,1rfofaqEpACxVEHIZBJe6W,2018-01-12,[]
596,What Lovers Do,Maroon 5,0GxQ1A5L9xnMOytbP6eKBG,2018-06-15,['pop']
597,Do Re Mi,Blackbear,6Se3x9ANMLv0dCDsjGmEjh,2017-04-21,[]
598,Look at Me!,XXXTentacion,7floNISpH8VF4z4459Qo18,2017-02-20,['emo rap']
599,The Fighter,Keith Urban,4Iw8bM0BCRmrN778ZODnJa,2016-12-16,['country']
600,God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,2018-06-29,['rap']
601,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,['soft pop']
602,Meant to Be,Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,2017-08-11,[]
603,Havana,Camila Cabello,1rfofaqEpACxVEHIZBJe6W,2018-01-12,[]
604,Rockstar,Post Malone,0e7ipj03S05BNilyu5bRzt,2018-04-27,[]
605,Psycho,Post Malone,3swc6WTsr7rl9DqQKQA55C,2018-04-27,[]
606,I Like It,Cardi B & Bad Bunny & J Balvin,58q2HKrzhC3ozto2nDdN4z,2018-04-06,[]
607,The Middle,Zedd & Maren Morris & Grey,09IStsImFySgyp0pIQdqAc,2018-01-23,['edm']
608,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,2018-06-29,['rap']
609,Girls Like You,Maroon 5,7fa9MBXhVfQ8P8Df9OEbD8,2018-06-15,['pop']
610,Nice for What,Drake,3CA9pLiwRIGtUBiMjbZmRw,2018-06-29,['rap']
611,Lucid Dreams,Juice Wrld,285pBltuF7vW8TeWk8hdRR,2018-12-10,"['melodic rap', 'emo rap']"
612,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,2018-04-27,[]
613,Finesse,Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,2017-12-20,[]
614,Boo'd Up,Ella Mai,0At2qAoaVjIwWNAqrscXli,2017-02-22,['r&b']
615,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,2017-06-02,['pop']
616,Sad!,XXXTentacion,3ee8Jmje8o58CHK66QrVC2,2018-03-16,['emo rap']
617,Never Be the Same,Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,2018-01-12,[]
618,Love Lies,Khalid & Normani,45Egmo7icyopuzJN0oMEdk,2018-02-14,[]
619,No Tears Left to Cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,2018-08-17,['pop']
620,Mine,Bazzi,7uzmGiiJyRfuViKKK3lVmR,2018-04-12,[]
621,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,2017-06-23,[]
622,Look Alive,BlocBoy JB,6HJ34Zyw6bg8yGm28AxLXf,2018-05-04,['memphis rap']
623,Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,2017-11-10,[]
624,Yes Indeed,Lil Baby & Drake,6vN77lE9LK6HP2DewaN6HZ,2018-05-18,[]
625,Friends,Marshmello & Anne-Marie,1wIyr1y5wiWqo7nqbxHpWt,2018-02-09,['edm']
626,Bad at Love,Halsey,3OzCF9i6Ey7EkkAYJztmKp,2017-06-02,[]
627,Taste,Tyga,2toVe5hfuIi97ytDPDbQFt,2019-06-07,[]
628,Let You Down,NF,52okn5MNA47tk87PeZJLEL,2017-10-06,['christian hip hop']
629,No Limit,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,2017-12-15,[]
630,Fefe,6ix9ine,43VXG87ajppI8mO1Mxo8vu,2018,[]
631,Tequila,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,2018-06-22,['country']
632,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,[]
633,MotorSport,Migos & Nicki Minaj & Cardi B,4wFjTWCunQFKtukqrNijEt,2018-01-26,['trap']
634,I Like Me Better,Lauv,4MagTPnkPiDuIa4P8GtW1b,2018-05-31,[]
635,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,2018-06-15,[]
636,Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,2017-06-23,[]
637,Ric Flair Drip,Offset & Metro Boomin,7sO5G9EABYOXQKNPNiE9NR,2017-10-30,[]
638,I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,[]
639,Pray for Me,The Weeknd & Kendrick Lamar,6huNf4dutXRjJyGn7f5BPS,2021-02-05,[]
640,Back to You,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,2018-05-10,['pop']
641,Sicko Mode,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,2018-08-03,['rap']
642,Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,2018-01-26,['trap']
643,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,2017-10-06,[]
644,Him & I,G-Eazy & Halsey,5k38wzpLb15YgncyWdTZE4,2017-12-15,[]
645,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-05-25,[]
646,All the Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s,2018-02-09,"['hip hop', 'west coast hip hop']"
647,Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,2018-01-26,['trap']
648,Too Good at Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,['soft pop']
649,Love,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,2017-04-14,"['hip hop', 'west coast hip hop']"
650,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,2018-05-06,[]
651,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,2018-06-29,['rap']
652,Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,2017-10-06,"['country', 'pop country']"
653,Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL,2018-04-06,[]
654,Freaky Friday,Lil Dicky,6dbSBQXCctYSVryynHXaZ4,2018-03-16,[]
655,Gummo,6ix9ine,2HBtd9MYDd2xDVu8Zc6pwt,2018-04-10,[]
656,Plug Walk,Rich the Kid,1ZAyjvIk9YiD76yYy0TEG6,2018-03-30,['trap']
657,Wait,Maroon 5,3T9CfDxFYqZWSKxd0BhZrb,2018-06-15,['pop']
658,Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,2018-04-06,[]
659,Wolves,Selena Gomez & Marshmello,0tBbt8CrmxbjRP0pueQkyU,2017-10-25,['pop']
660,Bartier Cardi,Cardi B,0dIoGTQXDh1wVnhIiSyYEa,2018-04-06,[]
661,God Is a Woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C,2018-08-17,['pop']
662,Big Bank,YG,0ZNrc4kNeQYD9koZ3KvCsy,2018-08-03,[]
663,Sorry Not Sorry,Demi Lovato,0yvPEnB032fojLfVluFjUv,2017-09-29,[]
664,How Long,Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,2018-05-11,"['soft pop', 'pop']"
665,Lights Down Low,Max,1sYSP7gKa5kdKIfhANfori,2016-04-08,[]
666,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,2017-04-27,[]
667,One Kiss,Calvin Harris & Dua Lipa,7ef4DlsgrMEH11cDZd32M6,2018-04-06,['edm']
668,Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,2018-11-09,[]
669,You Make It Easy,Jason Aldean,2TXtN9MoV308Y0z1HvyTfV,2018-04-13,"['country', 'acoustic country']"
670,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,['soft pop']
671,I Get the Bag,Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,2017-10-13,"['southern hip hop', 'rap', 'trap']"
672,No Brainer,DJ Khaled,5WvAo7DNuPRmk4APhdPzi8,2018-07-27,[]
673,Plain Jane,ASAP Ferg,2YzmfPLqUx5CJOaw5ThsBV,2017-12-15,['rap']
674,Sky Walker,Miguel,5WoaF1B5XIEnWfmb5NZikf,2017-12-01,['r&b']
675,Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,2017-09-08,"['country', 'acoustic country', 'pop country']"
676,Eastside,Benny Blanco & Halsey & Khalid,7FGq80cy8juXBCD2nrqdWU,2018-12-07,[]
677,Call Out My Name,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,2018-03-30,[]
678,King's Dead,Jay Rock & Kendrick Lamar & Future & James Blake,51rXHuKN8Loc4sUlKPODgH,2018-01-12,[]
679,Happier,Marshmello & Bastille,7BqHUALzNBTanL6OvsqmC1,2018-08-17,['edm']
680,Te Boté,Darell,42FWqCxAw5aG1FvjyVjIlH,2018-04-20,"['reggaeton', 'trap latino', 'dembow', 'urbano latino']"
681,Simple,Florida Georgia Line,4L9Ds4mpD3SuYoWwFUlv16,2019-02-15,"['country', 'pop country', 'acoustic country']"
682,Lemon,N.E.R.D & Rihanna,739vCwA3EpBSkk3uDsI2wB,2018-03-18,[]
683,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,2017-05-05,[]
684,Say Something,Justin Timberlake,1LhMopPAallLeaeNutqbgS,2018-02-02,[]
685,I'm Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,2018-06-29,['rap']
686,Get Along,Kenny Chesney,6n6OQfBpCgzF9oEg8zhBN7,2018-07-27,['country']
687,Moonlight,XXXTentacion,0JP9xo3adEtGSdUEISiszL,2018-03-16,['emo rap']
688,What Lovers Do,Maroon 5,0GxQ1A5L9xnMOytbP6eKBG,2018-06-15,['pop']
689,X,Nicky Jam & J Balvin,6JjPBQfI2Y8nIjnm65X6Pw,2018-06-29,"['reggaeton', 'latin']"
690,Outside Today,YoungBoy Never Broke Again,5PIfH6BzcmH04RDmtzF0BN,2018-04-27,[]
691,Trip,Ella Mai,6CTWathupIiDs7U4InHnDA,2018-10-12,['r&b']
692,Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH,2018-01-18,"['reggaeton', 'latin']"
693,Changes,XXXTentacion,7AFASza1mXqntmGtbxXprO,2018-03-16,['emo rap']
694,Mercy,Brett Young,2VIPU72L6tIR4w8J8ap6Kp,2017-02-10,['country']
695,One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,2017-06-02,['country']
696,Powerglide,Rae Sremmurd,1BuZAIO8WZpavWVbbq3Lci,2018-05-04,[]
697,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,2017-06-02,['pop']
698,Mi Gente,J Balvin & Willy William,7COfe3P7KgfwDwIRB8LIDw,2018-05-25,"['reggaeton', 'latin']"
699,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,2017-06-23,[]
700,Old Town Road,Lil Nas X,0F7FA14euOIX8KcbEturGH,2019-06-21,[]
701,Sunflower,Post Malone & Swae Lee,3KkXRkHbMCARz0aVfEt68P,2018-12-14,[]
702,Without Me,Halsey,6FZDfxM3a3UCqtzo5pxSLZ,2020-01-17,[]
703,Bad Guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,[]
704,Wow,Post Malone,7xQAfvXzm3AkraOtGPWIZg,2019-09-06,[]
705,Happier,Marshmello & Bastille,7BqHUALzNBTanL6OvsqmC1,2018-08-17,['edm']
706,7 Rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,['pop']
707,Talk,Khalid,6TqXcAFInzjp0bODyvrWEq,2019-04-05,[]
708,Sicko Mode,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,2018-08-03,['rap']
709,Sucker,Jonas Brothers,22vgEDb5hykfaTwLuskFGD,2019-06-07,[]
710,High Hopes,Panic! at the Disco,1rqqCSm0Qe4I9rUvWncaom,2018-06-22,['emo']
711,"Thank U, Next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,2019-02-08,['pop']
712,Truth Hurts,Lizzo,3HWzoMvoF3TQfYg4UPszDq,2019-04-19,[]
713,Dancing with a Stranger,Sam Smith & Normani,3xgT3xIlFGqZjYW9QlhJWp,2020-10-30,['soft pop']
714,Señorita,Shawn Mendes & Camila Cabello,6v3KW9xbzN5yKLt9YKDYA2,2019-06-19,[]
715,I Don't Care,Ed Sheeran & Justin Bieber,3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,['soft pop']
716,Eastside,Benny Blanco & Halsey & Khalid,7FGq80cy8juXBCD2nrqdWU,2018-12-07,[]
717,Going Bad,Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,2018-11-30,['rap']
718,Shallow,Lady Gaga & Bradley Cooper,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,"['art pop', 'pop']"
719,Better,Khalid,2OpBganfGk2GVdSlRdxzaX,2018-10-19,[]
720,No Guidance,Chris Brown,6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,['r&b']
721,Girls Like You,Maroon 5,7fa9MBXhVfQ8P8Df9OEbD8,2018-06-15,['pop']
722,Sweet but Psycho,Ava Max,7DnAm9FOTWE3cUvso43HhI,2020-09-18,[]
723,Suge,DaBaby,2gwkD6igEhQbDQegRCcdoB,2019-03-01,[]
724,Middle Child,J. Cole,2JvzF1RMd7lE3KmFlsyZD8,2019-01-23,['rap']
725,Drip Too Hard,Lil Baby & Gunna,78QR3Wp35dqAhFEc2qAGjE,2018-10-05,[]
726,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,2019-05-17,['soft pop']
727,Ransom,Lil Tecca,1lOe9qE0vR9zwWQAOk6CoO,2019-08-30,"['melodic rap', 'rap']"
728,If I Can't Have You,Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,2019-06-19,[]
729,Goodbyes,Post Malone,0t3ZvGKlmYmVsDzBJAXK8C,2019-09-06,[]
730,Zeze,Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,2018-12-14,[]
731,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,2018-04-27,[]
732,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,2018-06-15,[]
733,Money in the Grave,Drake,5ry2OE6R2zPQFDO85XkgRb,2019-06-15,['rap']
734,Speechless,Dan + Shay,3GJ4hzg4lrGwU51Y3VARbF,2018-06-22,['country']
735,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,['pop']
736,Please Me,Cardi B & Bruno Mars,0PG9fbaaHFHfre2gUVo7AN,2019-02-15,[]
737,Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,2018-10-23,[]
738,You Need to Calm Down,Taylor Swift,6RRNNciQGZEXnqk8SQ9yv5,2019-08-23,[]
739,Panini,Lil Nas X,6fTt0CH2t0mdeB2N9XFG5r,2019-06-21,[]
740,Look Back at It,A Boogie wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,2018-12-21,['melodic rap']
741,A Lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,2018-12-21,[]
742,Me!,Taylor Swift,2Rk4JlNc2TPmZe2af99d45,2019-08-23,[]
743,Mia,Bad Bunny,3gE4eQH3K83Sght0ZLvuBK,2018-12-23,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
744,Pop Out,Polo G,6uFn47ACjqYkc0jADwEdj1,2019-06-07,[]
745,Beautiful Crazy,Luke Combs,2rxQMGVafnNaRaXlRMWPde,2018-06-01,['country']
746,Thotiana,Blueface,1rBjexQsgqXpsS2BrCxaDX,2018-12-18,[]
747,Lucid Dreams,Juice Wrld,285pBltuF7vW8TeWk8hdRR,2018-12-10,"['melodic rap', 'emo rap']"
748,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,2018-10-05,[]
749,Beautiful People,Ed Sheeran,4evmHXcjt3bTUHD1cvny97,2019-06-28,['soft pop']
750,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,2G1tXoGBaEMJ7FKGnkf6ud,2018-12-07,"['southern hip hop', 'rap', 'trap']"
751,Whiskey Glasses,Morgan Wallen,57TEkZN3f84tFJFHFrD4pO,2018-04-27,['country']
752,God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,2019-03-29,['country']
753,Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,2019-03-22,[]
754,Pure Water,Mustard & Migos,3j84U36KvLeXNDPv4t5pI8,2019-06-28,[]
755,The Git Up,Blanco Brown,01tA4XmJ4fGQNwti6b2hPm,2019-10-10,"['country hip hop', 'country']"
756,Taki Taki,DJ Snake,0KoiMHhqKLoL4xM54rcWYY,2019-07-25,[]
757,Close to Me,Ellie Goulding & Diplo,2GjMaJ7DacMIkgoe8oMXGg,2020-07-17,[]
758,Envy Me,Calboy,7rvyVWja33WG9R97oeJAjx,2019-05-31,['melodic rap']
759,You Say,Lauren Daigle,6Up545NUflOiXo8cEraH49,2018-09-07,"['christian', 'worship', 'ccm', 'christian pop']"
760,"Hey Look Ma, I Made It",Panic! at the Disco,22oEJW6r2rMb9z4IntfyEa,2018-06-22,['emo']
761,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,2019-09-06,[]
762,Beer Never Broke My Heart,Luke Combs,7aEtlGHoiPAfRB084NiDmx,2019-11-08,['country']
763,The London,Young Thug & J. Cole & Travis Scott,3s4mrPrEFFPF0LmAfutW0n,2019-08-16,"['rap', 'melodic rap', 'trap']"
764,Con Calma,Daddy Yankee & Katy Perry,4au7FRcgZzChASRYu279xH,2019-04-19,"['reggaeton', 'latin']"
765,Murder on My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,2018-08-03,['melodic rap']
766,When the Party's Over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,[]
767,Act Up,City Girls,3A2yGHWIzmGEIolwonU69h,2018-11-16,[]
768,I Like It,Cardi B & Bad Bunny & J Balvin,58q2HKrzhC3ozto2nDdN4z,2018-04-06,[]
769,Trampoline,Shaed,2ez6qvOTHKeI3ss80NGqnI,2019-12-27,[]
770,Leave Me Alone,Flipp Dinero,6V7g6qM8wheMivMWrzbPTM,2019-11-22,['melodic rap']
771,Breathin,Ariana Grande,4OafepJy2teCjYJbvFE60J,2018-08-17,['pop']
772,Bury a Friend,Billie Eilish,4SSnFejRGlZikf02HLewEF,2019-03-29,[]
773,Close Friends,Lil Baby,5nzhL67GpF9szXWg5y509A,2018-10-05,[]
774,Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,2017-07-27,"[""children's music"", 'lullaby']"
775,My Type,Saweetie,5KBARWIxeMGkvUax9VtVC9,2019-03-29,[]
776,Worth It,YK Osiris,0PQoUlzP7ILdcrzpajHXc0,2019-10-11,[]
777,Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,2019-06-07,[]
778,Knockin' Boots,Luke Bryan,2opQESZb7JsRKCvWMBPeuv,2020-08-07,"['country', 'acoustic country']"
779,Trip,Ella Mai,6CTWathupIiDs7U4InHnDA,2018-10-12,['r&b']
780,Rumor,Lee Brice,56eGOeSsqdg3FLxdo83TwV,2017-11-03,"['country', 'acoustic country']"
781,Swervin,A Boogie wit da Hoodie,1wJRveJZLSb1rjhnUHQiv6,2018-12-21,['melodic rap']
782,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-19,['soft pop']
783,Baby,Lil Baby & DaBaby,5MPPttjfGap2C6j6eKcO6J,2019-08-16,[]
784,Look What God Gave Her,Thomas Rhett,2KqJC0koTBUyDlsMt5ok1V,2019-05-31,"['country', 'acoustic country', 'pop country']"
785,Good as You,Kane Brown,19kUPdKTp85q9RZNwaXM15,2019-11-01,"['country', 'pop country']"
786,Clout,Offset,59ywHNwwchG4nZJMLyxSzd,2019-02-22,[]
787,Love Lies,Khalid & Normani,45Egmo7icyopuzJN0oMEdk,2018-02-14,[]
788,One Thing Right,Marshmello & Kane Brown,7gZXCjAy6nxKCQWLEeX4LZ,2019-06-21,['edm']
789,Cash Shit,Megan Thee Stallion,2rMAtCaTj16NptyVfEIeAC,2019-05-17,[]
790,Tequila,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,2018-06-22,['country']
791,Shotta Flow,NLE Choppa,5OFlp1fOrfiSXOjw4wuSgy,2019-12-23,[]
792,Hot Girl Summer,Megan Thee Stallion,5N1o6d8zGcSZSeMFkOUQOk,2019-08-09,[]
793,Talk You Out of It,Florida Georgia Line,4qQwGRtGT7l6ckQtdPEFd4,2019-02-15,"['country', 'pop country', 'acoustic country']"
794,Beautiful,Bazzi,4VUwkH455At9kENOfzTqmF,2018-08-02,[]
795,Eyes on You,Chase Rice,4w95iGC6NrxZJ5o3D7bWyV,2017-11-17,"['country', 'acoustic country']"
796,All to Myself,Dan + Shay,08tq1XcHwVt5PHXUo87i0D,2018-06-22,['country']
797,Boyfriend,Ariana Grande & Social House,0Ryd8975WihbObpp5cPW1t,2019-08-02,['pop']
798,Walk Me Home,Pink,7DHApOHsIFo7EyfieArYGE,2019-02-20,[]
799,Robbery,Juice Wrld,6iaSML1PIYq936g62BDtBq,2019-03-08,"['melodic rap', 'emo rap']"
800,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,[]
801,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,2019-09-06,[]
802,The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,2019-12-06,['melodic rap']
803,Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,2020-03-27,['pop']
804,Rockstar,DaBaby,7ytR5pFWmSjzHJIeQkgog4,2020-04-17,[]
805,Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,2019-12-13,[]
806,Life Is Good,Future,5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-10,['rap']
807,Memories,Maroon 5,4cktbXiXOapiLBMprHFErI,2021-06-11,['pop']
808,The Bones,Maren Morris,7yFhA2fUsL2oIMWlw5DaHQ,2019-03-08,['country']
809,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,2019-05-17,['soft pop']
810,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,2019-11-07,[]
811,I Hope,Gabby Barrett,5cYFwgA5dHoqR3xGnlr9ew,2020-06-19,['country']
812,Whats Poppin,Jack Harlow,1jaTQ3nqY3oAAYyCTbIvnM,2020-03-13,[]
