spt_id,is_pop,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe,name_lower,artist_lower,release_year,billboard_year,is_bb,lyric,detected_lang,confidence_level,is_english,is_char_english,Remark Flag
56sxN1yKg1dgOZXBcAHkJG,1,209,118,-6,Major,6,2B,50,66,64,13,0,11,4,"gone, gone, gone",phillip phillips,2012,2013,1,"when life leaves you high and dry
ill be at your door tonight
if you need help if you need help
ill shut down the city lights
ill lie cheat ill beg and bribe
to make you well to make you well
when enemies are at your door
ill carry you away from war
if you need help if you need help
your hope dangling by a string
ill share in your suffering
to make you well to make you well
give me reasons to believe
that you would do the same for me
and i will do it for you for you
baby im not moving on
ill love you long after youre gone
for you for you
you will never sleep alone
ill love you long after youre gone
and long after youre gone gone gone
when you fall like a statue
im gon be there to catch you
put you on your feet you on your feet
and if your well is empty
not a thing will prevent me
tell me what you need what do you need
i surrender honestly
youve always done the same for me
so i will do it for you for you
baby im not moving on
ill love you long after youre gone
for you for you
you will never sleep alone
ill love you long after youre gone
and long after youre gone gone gone
youre my backbone
youre my cornerstone
youre my crutch when my legs stop moving
youre my head start
youre my rugged heart
youre the pulse that ive always needed
like a drum baby dont stop beating
like a drum baby dont stop beating
like a drum baby dont stop beating
like a drum my heart never stops beating
for you for you
baby im not moving on
ill love you long after youre gone
for you for you
you will never sleep alone
ill love you long after youre gone
for you for you
baby im not moving on
ill love you long after youre gone
for you for you
you will never sleep alone
ill love you long
long after youre gone
like a drum baby dont stop beating
like a drum baby dont stop beating
like a drum baby dont stop beating
like a drum my heart never stops beating for you
and long after youre gone gone gone
ill love you long after youre gone gone gone",en,0.8487847447,TRUE,TRUE,
3LlAyCYU26dvFZBDUIMb7a,1,175,90,-3,Major,3,5B,43,51,71,19,0,33,3,demons,imagine dragons,2012,2013,1,"when the days are cold and the cards all fold
and the saints we see are all made of gold
when your dreams all fail and the ones we hail
are the worst of all and the bloods run stale
i wanna hide the truth i wanna shelter you
but with the beast inside theres nowhere we can hide
no matter what we breed we still are made of greed
this is my kingdom come this is my kingdom come
when you feel my heat look into my eyes
its where my demons hide its where my demons hide
dont get too close its dark inside
its where my demons hide its where my demons hide
at the curtains call its the last of all
when the lights fade out all the sinners crawl
so they dug your grave and the masquerade
will come calling out at the mess youve made
dont wanna let you down but i am hellbound
though this is all for you dont wanna hide the truth
no matter what we breed we still are made of greed
this is my kingdom come this is my kingdom come
when you feel my heat look into my eyes
its where my demons hide its where my demons hide
dont get too close its dark inside
its where my demons hide its where my demons hide
they say its what you make i say its up to fate
its woven in my soul i need to let you go
your eyes they shine so bright i wanna save that light
i cant escape this now unless you show me how
when you feel my heat look into my eyes
its where my demons hide its where my demons hide
dont get too close its dark inside
its where my demons hide its where my demons hide",en,0.9326828718,TRUE,TRUE,
2tpWsVSb9UEmDRxAl1zhX1,1,257,122,-5,Minor,1,12A,48,66,71,7,0,12,4,counting stars,onerepublic,2013,2013,1,"lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be countin stars
yeah well be countin stars
i see this life like a swingin vine
swing my heart across the line
in my face is flashin signs
seek it out and ye shall find
the old but im not that old
young but im not that bold
and i dont think the world is sold
on just doin what were told
i feel somethin so right doin the wrong thing
and i feel somethin so wrong doin the right thing
i couldnt lie couldnt lie couldnt lie
everything that kills me makes me feel alive
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be countin stars
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be well be countin stars yeah
i feel your love and i feel it burn
down this river every turn
hope is our fourletter word
make that money watch it burn
old but im not that old
young but im not that bold
and i dont think the world is sold
on just doin what were told
and i feel somethin so wrong doin the right thing
i couldnt lie couldnt lie couldnt lie
everything that drowns me makes me wanna fly
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be countin stars
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be well be countin stars
oh take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned
everything that kills me makes me feel alive
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be countin stars
lately i been i been losin sleep
dreamin about the things that we could be
but baby i been i been prayin hard
said no more countin dollars well be well be countin stars
take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned
take that money watch it burn
sink in the river the lessons i learned",en,0.9486839175,TRUE,TRUE,
4bZd0nRuX8HyjeXAUBczvm,1,223,126,-5,Minor,4,9A,76,69,82,1,0,32,4,i cry,flo rida,2012,2013,1,"i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
i know you wanna get behind the wheel but only one rida
eyes shut still got me swimming like a diver
cant let go i got fans in okinawa
my heart to japan quake losers and survivors
norway no you didnt get my flowers
no way to say it better but the killer was a coward
face just showered the minute in a hour
heard about the news whole day went sour
bitter moments got me feeling like a lemonhead
put you in the box just as poisonous as cigarettes
there go my regards but regardless i get arrested
aint worried about the killers just the young and restless
getting mad cause theres a quarter million on my necklace
dui never said i was driving reckless
you and i know that jealously is not impressive
oh no i cant stop i was destined
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
champagne bucket still got two tears in it
and i put that on my tattoo of jimi hendrix
get the pressed leather outfit all in it
cause the press tell it all get a meal ticket
kleenex get a call just a lil visit
sacrifice just to make a hit still vivid
reality stressed when youre blessed just kill critics
bugatti never meant im rich just godfearing
look at me steering got the boss staring
got a good feeling mr mike caren
tell them billie jeans im on another planet
thank eclass big chuck and lee princes parents
buy my mama chandeliers im in tears dammit
thirty years youd have thought these emotions vanish
tryna live tryna figure how your sister vanished
no cheers i know you woulda panicked
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
when i need a healing i just look up to the ceiling
i see the sun coming down i know its all better now
when i need a healing i just look up to the ceiling
i see the sun coming down i know its all better now
when i need a healing i just look up to the ceiling
i see the sun coming down i know its all better now
when i need a healing i just look up to the ceiling
i see the sun coming down i know its all better now
i know
i know
i know
i know
i i i i
i think of letting go go go
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go
i know
caught up in the middle
i cry just a little
when i think of letting go
oh no
gave up on the riddle
i cry just a little
when i think of letting go",en,0.9310156107,TRUE,TRUE,
2ihCaVdNZmnHZWt0fvAM7B,1,266,103,-5,Major,1,3B,42,46,76,2,0,15,3,little talks,of monsters and men,2012,2013,1,"hey
hey
hey
i dont like walking around this old and empty house
so hold my hand ill walk with you my dear
the stairs creak as you sleep its keeping me awake
its the house telling you to close your eyes
and some days i cant even dress myself
its killing me to see you this way
cause though the truth may vary
this ship will carry our bodies safe to shore
hey
hey
hey
theres an old voice in my head thats holding me back
well tell her that i miss our little talks
soon it will be over and buried with our past
we used to play outside when we were young
and full of life and full of love
some days i dont know if i am wrong or right
your mind is playing tricks on you my dear
cause though the truth may vary
this ship will carry our bodies safe to shore
hey dont listen to a word i say
hey the screams all sound the same
hey though the truth may vary
this ship will carry our bodies safe to shore
hey
hey
youre gone gone gone away i watched you disappear
all thats left is a ghost of you
now were torn torn torn apart theres nothing we can do
just let me go well meet again soon
now wait wait wait for me please hang around
ill see you when i fall asleep
hey dont listen to a word i say
hey the screams all sound the same
hey though the truth may vary
this ship will carry our bodies safe to shore
dont listen to a word i say
hey the screams all sound the same
hey though the truth may vary
this ship will carry our bodies safe to shore
though the truth may vary
this ship will carry our bodies safe to shore
though the truth may vary
this ship will carry our bodies safe to shore",en,0.9226084352,TRUE,TRUE,
5FljCWR0cys07PQ9277GTz,1,226,128,-4,Major,9,11B,52,56,84,5,0,14,10,the other side,jason derulo,2013,2013,1," friend zone situation  to the next level
in the music video he dances like he read more 
in the beginnin
i never thought it would be you
when we were chillin
smilin in the photobooth
but we got closer yeah
soon you were eating off my spoon
youre comin over
and we would talk all afternoon
tonight well just get drunk disturb the peace
find your hands all over me
and then you bite your lip whisper and say
were goin all the way
tonight take me to the other side
sparks fly like the fourth of july
just take me to the other side
i see that sexy look in your eyes
and i know we aint friends anymore
if we walk down this road well be lovers for sho
so tonight kiss me like its do or die
and take me to the other side
ayy this could be perfect yeah
but we wont know unless we try try
i know youre nervous
so just sit back and let me drive
tonight well just get drunk disturb the peace
find your hands all over me
and then you bite your lip whisper and say
were goin all the way
tonight take me to the other side
sparks fly like the fourth of july
just take me to the other side
i see that sexy look in your eyes
and i know we aint friends anymore
if we walk down this road well be lovers for sho
so tonight kiss me like its do or die
and take me to the other side
ohohoh ooh
ohohoh ooh
ohohoh ooh kiss me like its do or die
ohohoh ooh and take me to the other side
tonight well just get drunk disturb the peace
let your love crash into me
and then you bite your lip whisper and say
were goin all the way
tonight take me to the other side
sparks fly like the fourth of july blastin through the air
just take me to the other side take me baby
i see that sexy look in your eyes ooh
and i know we aint friends anymore oh yeah
if we walk down this road well be lovers for sho
so tonight so tonight
kiss me like its do or die kiss me kiss me
and take me to the other side
ohohoh ooh take me to the other side
ohohoh ooh and take me to the other side
ohohoh ooh kiss me like its do or die
ohohoh ooh and take me to the other side
jason derulo",en,0.9219728708,TRUE,TRUE,
5qxPabNDnJQ551Tf4v6k3j,1,250,124,-5,Major,9,11B,51,69,91,3,0,9,7,catch my breath,kelly clarkson,2012,2013,1,"i dont wanna be left behind
distance was a friend of mine
catching breath in a web of lies
ive spent most of my life
riding waves playing acrobat
shadowboxing the other half
learning how to react
ive spent most of my time
catching my breath letting it go
turning my cheek for the sake of the show
now that you know this is my life
i wont be told whats supposed to be right
catch my breath
no one can hold me back i aint got time for that
catch my breath
wont let em get me down its all so simple now
addicted to the love i found
heavy heart now a weightless cloud
making time for the ones that count
ill spend the rest of my time
laughing hard with the windows down
leaving footprints all over town
keeping faith karma comes around
i will spend the rest of my life
catching my breath letting it go
turning my cheek for the sake of the show
now that you know this is my life
i wont be told whats supposed to be right
catch my breath
no one can hold me back i aint got time for that
catch my breath
wont let em get me down its all so simple now
you helped me see
the beauty in everything
catching my breath letting it go
turning my cheek for the sake of the show
now that you know this is my life
i wont be told whats supposed to be right
catching my breath letting it go
turning my cheek for the sake of the show
now that you know this is my life
i wont be told whats supposed to be right
catch my breath catch my breath
no one can hold me back i aint got time for that
catch my breath
wont let em get me down its all so simple now
its all so simple now
catching my breath letting it go
turning my cheek for the sake of the show
now that you know this is my life
i wont be told whats supposed to be right
catch my breath catch my breath
no one can hold me back i aint got time for that
catch my breath catch my breath catch my breath
wont let em get me down its all so simple now",en,0.9245068431,TRUE,TRUE,
76VtA90NKurNqaQpV126Ue,1,161,134,-9,Major,2,10B,39,79,48,3,0,9,4,pour it up,rihanna,2012,2013,1,"throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
strip clubs and dolla bills i still got mo money
patron shots can i get a refill
i still got mo money
strippers going up and down that pole
and i still got mo money
four oclock and we aint going home cause i still got mo money
money make the world go round i still got mo money
bands make your girl go down i still got mo money
lot more where that came from i still got mo money
the look in your eyes i know you want some
and i still got mo money
ohohhohh ohh ohohoh
all i see is signs all i see is dolla signs
ohohhohh ohh ohohoh
money on my mind money money on my mind
throw it throw it up
watch it fall out from the sky
throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
thats how we ball out
thats how we ball out
thats how we ball out
valet cost a hundred bill and i still got mo money
gold all up in my grill i still got mo money
who cares how you haters feel and i still got mo money
call jay up and close a deal i still got mo money
my fragrance on and they love my smell i still got mo money
so who cares about what i spend i still got mo money
my pockets deep and they never end i still got mo money
im going dumb with all my friends i still got mo money
ohohhohh ohh ohohoh
all i see is signs all i see is dolla signs
ohohhohh ohh ohohoh
money on my mind money money on my mind
throw it throw it up
watch it fall out from the sky
throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
throw it up throw it up
watch it all fall out
pour it up pour it up
thats how we ball out
thats how we ball out
thats how we ball out
thats how we ball out",en,0.8483924866,TRUE,TRUE,
3yII7UwgLF6K5zW3xad3MP,1,230,104,-6,Major,7,9B,64,64,70,0,0,8,3,22,taylor swift,2021,2013,1,"it feels like a perfect night
to dress up like hipsters
and make fun of our exes
uhuh uhuh
it feels like a perfect night
for breakfast at midnight
to fall in love with strangers
uhuh uhuh
yeah
were happy free confused and lonely at the same time
its miserable and magical oh yeah
tonights the night when we forget about the deadlines
its time ohoh
i dont know about you
but im feeling twentytwo
everything will be alright if
you keep me next to you
you dont know about me
but ill bet you want to
everything will be alright if
we just keep dancing like were
twentytwo twentytwo
it seems like one of those nights
this place is too crowded
too many cool kids
uhuh uhuh whos taylor swift anyway ew
it seems like one of those nights
we ditch the whole scene
and end up dreamin
instead of sleeping
yeah
were happy free confused and lonely in the best way
its miserable and magical oh yeah
tonights the night when we forget about the heartbreaks
its time ohoh
hey i dont know about you
but im feeling twentytwo
everything will be alright if ooh
you keep me next to you
you dont know about me
but ill bet you want to
everything will be alright if alright
we just keep dancing like were
twentytwo ohohohoh oh twentytwo i dont know about you
twentytwo twentytwo ooh
it feels like one of those nights
we ditch the whole scene
it feels like one of those nights
we wont be sleepin
it feels like one of those nights
you look like bad news
i gotta have you
i gotta have you you
woah ooh yeah ehyeah
hey i dont know about you i dont know about you
but im feeling twentytwo
everything will be alright if ooh
you keep me next to you
you dont know about me you dont know about me
but ill bet you want to
everything will be alright if
we just keep dancing like were dancing like were twentytwo
twentytwo woahoh twentytwo dancing like
twentytwo yeah yeah twentytwo yeah yeah yeah
it feels like one of those nights twentytwo
we ditch the whole scene
it feels like one of those nights twentytwo
we wont be sleeping
it feels like one of those nights twentytwo
you look like bad news
i gotta have you
i gotta have you",en,0.9166638851,TRUE,TRUE,
5T7ZFtCcOgkpjxcuaeZbw0,1,200,118,-3,Major,1,3B,49,65,88,2,0,8,5,best song ever,one direction,2013,2013,1,"maybe its the way she walked ow
straight into my heart and stole it
through the doors and past the guards ow
just like she already owned it
i said can you give it back to me
she said never in your wildest dreams
and we danced all night to the best song ever
we knew every line now i cant remember
how it goes but i know that i wont forget her
cause we danced all night to the best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
said her name was georgia rose ow
and her daddy was a dentist
said i had a dirty mouth i got a dirty mouth
but she kissed me like she meant it
i said can i take you home with me
she said never in your wildest dreams
and we danced all night to the best song ever
we knew every line now i cant remember how it goes but i know
how it goes but i know that i wont forget her
cause we danced all night to the best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
you know i know you know ill remember you
and i know you know i know youll remember me
and you know i know you know ill remember you oh oh oh yeah yeah yeah
and i know you know i hope youll remember how we danced oh oh oh yeah yeah yeah oh oh oh yeah yeah yeah
how we danced oh oh oh one two one two three ow
how we danced all night to the best song ever how we danced
we knew every line now i cant remember we knew every line
how it goes but i know that i wont forget her
cause we danced all night we danced we danced to the best song ever it goes something like this
and we danced all night to the best song ever oh oh oh yeah yeah yeah
we knew every line now i cant remember oh oh oh yeah yeah yeah
how it goes but i know that i wont forget her oh oh oh yeah yeah yeah i know that i wont forget her
cause we danced all night to the best song ever oh oh oh yeah yeah yeah best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
best song ever
it was the best song ever
it was the best song ever
it was the best song ever",en,0.9769613147,TRUE,TRUE,
7gpy7sfWPNuOKmUNs3XQYE,1,278,145,-6,Major,5,7B,37,39,69,12,0,8,7,carry on,fun,2012,2013,1,"well i woke up to the sound of silence
the cars were cutting like knives in a fistfight
and i found you with a bottle of wine
your head in the curtains and heart like the fourth of july
you swore and said we are not we are not shining stars
this i know i never said we are
though ive never been through hell like that
ive closed enough windows to know you can never look back
if youre lost and alone or youre sinkin like a stone
carry on
may your past be the sound of your feet upon the ground
carry on
carry on carry on
so i met up with some friends at the edge of the night
at a bar off 75
and we talked and talked about how our parents will die
all our neighbors and wives
but id like to think i can cheat it all
to make up for the times ive been cheated on
and its nice to know when i was left for dead
i was found and now i dont roam these streets
i am not the ghost you are to me
if youre lost and alone or youre sinkin like a stone
carry on
may your past be the sound of your feet upon the ground and
carry on
woah my head is on fire but my legs are fine
after all they are mine
lay your clothes down on the floor
close the door hold the phones
show me how no ones ever gonna stop us now
cause we are we are shining stars
we are invincible we are who we are
on our darkest day when were miles away
so well come we will find our way home
if youre lost and alone or youre sinkin like a stone
carry on
may your past be the sound of your feet upon the ground and
carry on
no ones ever gonna stop us now
no ones ever gonna stop us now
no ones ever gonna stop us now",en,0.9585509896,TRUE,TRUE,
4wFUdSCer8bdQsrp1M90sa,1,276,158,-5,Major,2,10B,50,47,79,2,0,9,4,highway don't care,tim mcgraw,2013,2013,1,"bet your windows rolled down and your hairs pulled back
and i bet you got no idea youre going way too fast
youre trying not to think about what went wrong
trying not to stop til you get where you goin
youre trying to stay awake so i bet you turn on the radio
and the song goes
i cant live without you i cant live without you baby
i cant live without you i cant live without you baby oh baby
the highway wont hold you tonight
the highway dont know youre alive
the highway dont care if youre all alone
but i do i do
the highway wont dry your tears
the highway dont need you here
the highway dont care if youre coming home
but i do i do
i bet you got a dead cell phone in your shotgun seat
yeah i bet youre bending gods ear talking bout me
youre trying not to let the first tear fall out
youre trying not to think about turning around
youre trying not to get lost in the sound but that song is always on
so you sing along
i cant live without you i cant live without you baby
i cant live without you i cant live without you baby oh baby
the highway wont hold you tonight
the highway dont know youre alive
the highway dont care if youre all alone
but i do i do
the highway wont dry your tears
the highway dont need you here
the highway dont care if youre coming home
but i do i do
i cant live without you i cant live without you baby
i cant live without you i cant live without you baby oh baby
the highway dont care
the highway dont care
the highway dont care
but i do i do
i cant live without you i cant live without you baby
i cant live without i cant live without you baby oh baby
the highway dont care
the highway dont care
the highway dont care
but i do i do
i cant live without you i cant live without you baby
i cant live without i cant live without you baby
the highway dont care
the highway dont care
the highway dont care
but i do i do
i cant live without you i cant live without you baby
i cant live without i cant live without you baby oh baby
the highway dont care
the highway dont care
the highway dont care
but i do i do
i cant live without you i cant live without you baby",en,0.8077350855,TRUE,TRUE,
1ahAuX3F6tDdNRfMdiLsv6,1,199,107,-5,Major,4,12B,43,68,76,32,0,30,4,#beautiful,mariah carey,2014,2013,1,"ah ah youre beautiful yeah
oh ah ah youre beautiful
hop on the back of my bike
let the good wind blow through your hair
with an ass like that and a smile so bright
oh youre killin me you know it aint fair yeah
ride on through the middle of the night
let the moonlight kiss your skin
when you dance like that your jeans so tight
oh youre killin me baby do it again yeah
youre beautiful
and your mind is fuckin beautiful
and i cant pretend
that doesnt mean a thing to me to me yeah
youre beautiful
good lord youre fuckin beautiful
and i cant pretend
that doesnt mean a thing to me to me yeah yeah
i like when you run red lights
dont stop til you thrill me oh how you thrill me
always in control how you do it i dont know
but i dont care take me anywhere
cause its beautiful
oh you make me feel undressable
and i cant pretend
that doesnt mean a thing to me to me oh yeah
youre beautiful
and your mind is fuckin beautiful
and i cant pretend
that doesnt mean a thing to me to me yes
youre beautiful
good lord youre fuckin beautiful so beautiful
and i cant pretend
that doesnt mean a thing to me to me yeah yeah
ah ah youre beautiful
ah ah youre beautiful
you dont know what youre doin darlin
ah ah youre beautiful
hop on back my bike darlin
ohoh ill take you
ah ah youre beautiful
dont you worry darlin
ah ah youre beautiful",en,0.8448415399,TRUE,TRUE,
6s8nHXTJVqFjXE4yVZPDHR,1,185,106,-4,Minor,0,5A,97,76,86,2,0,13,6,troublemaker,olly murs,2012,2013,1,"youre a troublemaker youre a troublemaker
huh you aint nothing but a troublemaker girl
you had me hooked again from the minute you sat down
the way you bite your lip got my head spinning around
after a drink or two i was putty in your hands
i dont know if i have the strength to stand ohoh
troubletroublemaker yeah thats your middle name ohoh
i know youre no good but youre stuck in my brain
and i wanna know
why does it feel so good but hurt so bad woah
my mind keeps saying run as fast as you can
i say im done but then you pull me back woah
i swear youre giving me a heart attack
troublemaker
its like youre always there in the corners of my mind
i see a silhouette every time i close my eyes
there must be poison in those finger tips of yours
cause i keep comin back again for more ohoh
troubletroublemaker yeah thats your middle name ohoh
i know youre no good but youre stuck in my brain
and i wanna know
why does it feel so good but hurt so bad woah
my mind keeps saying run as fast as you can
i say im done but then you pull me back woah
i swear youre giving me a heart attack
troublemaker
why does it feel so good but hurt so bad woah hurt so bad yeah
my mind keeps saying run as fast as you can you troublemaker
i say im done but then you pull me back woah
i swear youre giving me a heart attack
troublemaker
yeah now maybe im insane
cause i keep doing the same damn thing
thinking one day we gon change
but you know just how to work that back
and make me forget my name
what the hell you do i wont remember
ill be gone until november
and youll show up again next summer yeah
typical middle name is prada
fit you like a glove girl im sick of the drama
youre a troublemaker
but damn girl its like i love the trouble
and i cant even explain why
yeah why does it feel so good but hurt so bad woah woah
my mind keeps saying run as fast as you can yeah yeah yeah troublemaker
i say im done but then you pull me back whoa
i swear youre giving me a heart attack
troublemaker
why does it feel so good but hurt so bad oh woah and i cant even explain why
my mind keeps saying run as fast as you can troublemaker
i say im done but then you pull me back woah
i swear youre giving me a heart attack
troublemaker",en,0.8956618905,TRUE,TRUE,
0rFZaQ4crlGAzuCjWCQ2xu,1,234,134,-6,Major,2,10B,12,58,58,1,0,60,6,body party,ciara,2013,2013,1,"oh oh oh oh eardrummers
yeah right there mike will madeit
no right there
im just having fun
i hope youre having fun too
listen to this
my body is your party baby
nobodys invited but you baby
i can do it slow now
tell me what you want
baby put your phone down
you should turn it off turn it off
cause tonight its going down down
tell your boys its going down down
we in the zone now now dont stop dont stop
ohooh
you cant keep your hands off me hands off me
touch me right there rock my body
i cant keep my hands off you hands off you
your body is my party
im doing this little dance for you you you you you
you got me so excited
now its just me on you
your bodys my party lets get it started oh
boy you should know that
your love is always on my mind
im not gonna fight it
i want it all the time
boy you should know that
your love is always on my mind
and i cant deny it
i want you im on you
i cant lie i wont lie its amazing so amazing
my faces the places youre taking me take me
baby take your time now
theres no need to rush no need to rush
we can go another round
if thats what you want what what you want
cause tonight its going down down
yeah you know its going down down down
we in the zone now now dont stop
oohoh
you cant keep your hands off me
touch me right there rock my body
i cant keep my hands off you
your body is my party
im doing this little dance for you
you got me so excited
now its just me on you
your bodys my party lets get it started oh
boy you should know that boy its your love
your love is always on my mind mind
im not gonna fight it im not gon fight it
i want it all the time
boy you should know that
your love is always on my mind
and i cant deny it
i want you im on you
the things i wanna do to you
my bodys calling you
im having so much fun with you
now its just me on you
your bodys my party lets get it started
oh",en,0.9106476903,TRUE,TRUE,
1X1DWw2pcNZ8zSub3uhlNz,1,202,85,-4,Major,10,6B,63,42,87,7,0,12,6,hall of fame,the script,2012,2013,1,"yeah you can be the greatest you can be the best
you can be the king kong bangin on your chest
you can beat the world you can beat the war
you can talk to god go bangin on his door
you can throw your hands up you can beat the clock yeah
you can move a mountain you can break rocks
you can be a master dont wait for luck
dedicate yourself and you gon find yourself
standin in the hall of fame yeah
and the worlds gonna know your name yeah
cause you burn with the brightest flame yeah
and the worlds gonna know your name yeah
and youll be on the walls of the hall of fame
you can go the distance you can run the mile
you can walk straight through hell with a smile
you can be the hero you can get the gold
breakin all the records they thought never could be broke yeah
do it for your people do it for your pride
how are you ever gonna know if you never even try
do it for your country do it for your name
cause theres gon be a day when youre
standin in the hall of fame yeah
and the worlds gonna know your name yeah
cause you burn with the brightest flame yeah
and the worlds gonna know your name yeah
and youll be on the walls of the hall of fame
be a champion
be a champion
be a champion
be a champion
and youll be on the walls of the hall of fame
be students be teachers
be politicians be preachers
yeah
be believers be leaders
be astronauts be champions
be truthseekers
be students be teachers
be politicians be preachers
yeah
be believers be leaders
be astronauts be champions
standin in the hall of fame yeah
and the worlds gonna know your name yeah
cause you burn with the brightest flame yeah
and the worlds gonna know your name yeah
and youll be on the walls of the hall of fame
you can be the greatest you can be the best
be a champion
you can be the king kong bangin on your chest
you can be a champion
you can beat the world you can beat the war
be a champion
you can talk to god go bangin on his door
you can be a champion
you can throw your hands up you can beat the clock
you can be a champion
you can move a mountain you can break rocks
you can be a champion
you can be a master dont wait for luck
you can be a champion
dedicate yourself and you gon find yourself
you can be a champion
standing in the hall of fame",en,0.8930692673,TRUE,TRUE,
1Xsxp1SEOxuMzjrFZhtw8u,1,196,95,-5,Minor,7,6A,39,67,81,9,0,11,4,next to me,emeli sandé,2012,2013,1,"you wont find him drinking under tables
rolling dice or staying out till three
you wont ever find him be unfaithful
you will find him youll find him next to me
you wont find him tryna chase the devil
for money fame for power out of greed
you wont ever find him where the rest go
you will find him youll find him next to me
next to me oohooh
next to me oohooh
next to me oohooh
you will find him youll find him next to me
when the moneys spent and all my friends have vanished
and i cant seem to find no help or love for free
i know theres no need for me to panic
cause ill find him ill find him next to me
when the skies are grey and all the doors are closing
and the rising pressure makes it hard to breathe
when all i needs a hand to stop the tears from falling
i will find him ill find him next to me
next to me oohooh
next to me oohooh
next to me oohooh
i will find him ill find him next to me
when the end has come and buildings falling down fast
when weve spoilt the land and dried up all the sea
when everyone has lost their heads around us
you will find him youll find him next to me
next to me oohooh
next to me oohooh
next to me oohooh
you will find him youll find him next to me
next to me oohooh
next to me oohooh
next to me oohooh
you will find him youll find him next to me",en,0.9746010303,TRUE,TRUE,
6GsAD8PgHxmEuIPTG8GP3M,1,186,168,-6,Major,11,1B,51,54,84,12,0,9,6,it goes like this,thomas rhett,2013,2013,1,"hey girl you make me wanna write a song
sit you down ill sing it to you all night long
ive had a melody in my head
since she walked in here and knocked me dead
yeah girl you make me wanna write a song
and it goes like ooh what i wouldnt do
to write my name on your heart get you wrapped in my arms
baby all around you
and it goes like hey girl im blown away
but yeah it starts with a smile and it ends with an allnightlong slow kiss
yeah it goes like this
hey girl you make me wanna drive you home
get you outta here and get you all alone
i dont know what it is about you baby
but im all messed up and it might sound crazy
but you make me wanna write a song
and it goes like ooh what i wouldnt do
to write my name on your heart get you wrapped in my arms
baby all around you
and it goes like hey girl im blown away
but yeah it starts with a smile and it ends with an allnightlong slow kiss
yeah it goes like this
lookin at you lookin at me that way lookin at me that way
makes me wanna grab my old guitar and play
somethin like ooh what i wouldnt do
to write my name on your heart get you wrapped in my arms
baby all around you
and it goes like hey girl im blown away
but yeah it starts with a smile and it ends with an allnightlong slow kiss
yeah it goes like this
and it goes like ooh
and it goes like hey
and it ends with a kiss
yeah it goes like this",en,0.9078493118,TRUE,TRUE,
