name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb
beautiful people,ed sheeran,70eFcWOvlMObDhURTqT4Fv,2019,2019,1
wake up in the sky,gucci mane & bruno mars & kodak black,2G1tXoGBaEMJ7FKGnkf6ud,2018,2019,1
whiskey glasses,morgan wallen,57TEkZN3f84tFJFHFrD4pO,2018,2019,1
god's country,blake shelton,4TCeFZNjGNQIpCuZmJkkE2,2019,2019,1
be alright,dean lewis,5qrSlOut2rNAWv3ubArkNy,2019,2019,1
pure water,mustard & migos,3j84U36KvLeXNDPv4t5pI8,2019,2019,1
the git up,blanco brown,01tA4XmJ4fGQNwti6b2hPm,2019,2019,1
taki taki,dj snake,0KoiMHhqKLoL4xM54rcWYY,2019,2019,1
close to me,ellie goulding & diplo,2GjMaJ7DacMIkgoe8oMXGg,2020,2019,1
envy me,calboy,7rvyVWja33WG9R97oeJAjx,2019,2019,1
you say,lauren daigle,6Up545NUflOiXo8cEraH49,2018,2019,1
"hey look ma, i made it",panic! at the disco,22oEJW6r2rMb9z4IntfyEa,2018,2019,1
circles,post malone,21jGcNKet2qwijlDFuPiPb,2019,2019,1
beer never broke my heart,luke combs,7aEtlGHoiPAfRB084NiDmx,2019,2019,1
the london,young thug & j. cole & travis scott,3s4mrPrEFFPF0LmAfutW0n,2019,2019,1
con calma,daddy yankee & katy perry,4au7FRcgZzChASRYu279xH,2019,2019,1
murder on my mind,ynw melly,7eBqSVxrzQZtK2mmgRG6lC,2018,2019,1
when the party's over,billie eilish,43zdsphuZLzwA9k4DJhU0I,2019,2019,1
act up,city girls,3A2yGHWIzmGEIolwonU69h,2018,2019,1
trampoline,shaed,0lsRatBUs9HNIZAmoGABzk,2018,2019,1
leave me alone,flipp dinero,6V7g6qM8wheMivMWrzbPTM,2019,2019,1
breathin,ariana grande,4OafepJy2teCjYJbvFE60J,2018,2019,1
bury a friend,billie eilish,4SSnFejRGlZikf02HLewEF,2019,2019,1
close friends,lil baby,5nzhL67GpF9szXWg5y509A,2018,2019,1
baby shark,pinkfong,5ygDXis42ncn6kYG14lEVG,2017,2019,1
my type,saweetie,5KBARWIxeMGkvUax9VtVC9,2019,2019,1
worth it,yk osiris,0PQoUlzP7ILdcrzpajHXc0,2019,2019,1
only human,jonas brothers,0DiDStADDVh3SvAsoJAFMk,2019,2019,1
knockin' boots,luke bryan,2opQESZb7JsRKCvWMBPeuv,2020,2019,1
rumor,lee brice,56eGOeSsqdg3FLxdo83TwV,2017,2019,1
swervin,a boogie wit da hoodie,1wJRveJZLSb1rjhnUHQiv6,2018,2019,1
how do you sleep?,sam smith,34pRqzRiFcIuyRMuuEayzY,2020,2019,1
baby,lil baby & dababy,5MPPttjfGap2C6j6eKcO6J,2019,2019,1
look what god gave her,thomas rhett,2KqJC0koTBUyDlsMt5ok1V,2019,2019,1
good as you,kane brown,19kUPdKTp85q9RZNwaXM15,2019,2019,1
clout,offset,59ywHNwwchG4nZJMLyxSzd,2019,2019,1
one thing right,marshmello & kane brown,7gZXCjAy6nxKCQWLEeX4LZ,2019,2019,1
cash shit,megan thee stallion,2rMAtCaTj16NptyVfEIeAC,2019,2019,1
shotta flow,nle choppa,5OFlp1fOrfiSXOjw4wuSgy,2019,2019,1
hot girl summer,megan thee stallion,5N1o6d8zGcSZSeMFkOUQOk,2019,2019,1
talk you out of it,florida georgia line,4qQwGRtGT7l6ckQtdPEFd4,2019,2019,1
beautiful,bazzi,4VUwkH455At9kENOfzTqmF,2018,2019,1
eyes on you,chase rice,4w95iGC6NrxZJ5o3D7bWyV,2017,2019,1
all to myself,dan + shay,08tq1XcHwVt5PHXUo87i0D,2018,2019,1
boyfriend,ariana grande & social house,0Ryd8975WihbObpp5cPW1t,2019,2019,1
walk me home,pink,6jfEZdUJ2Yla6h7gTJgKuo,2019,2019,1
robbery,juice wrld,6iaSML1PIYq936g62BDtBq,2019,2019,1
blinding lights,the weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020,2020,1
the box,roddy ricch,0nbXyq5TXYPCO7pr3N8S4I,2019,2020,1
don't start now,dua lipa,3PfIrDoz19wz7qK7tYeu62,2020,2020,1
rockstar,dababy,7ytR5pFWmSjzHJIeQkgog4,2020,2020,1
adore you,harry styles,3jjujdWJ72nww5eGnfs2E7,2019,2020,1
life is good,future,1K5KBOgreBi5fkEHvg5ap3,2020,2020,1
memories,maroon 5,4cktbXiXOapiLBMprHFErI,2021,2020,1
the bones,maren morris,7yFhA2fUsL2oIMWlw5DaHQ,2019,2020,1
say so,doja cat,3Dv1eDb0MEgF93GpLXlucZ,2019,2020,1
i hope,gabby barrett,23T0OX7QOiIUFShSzbJ5Uo,2020,2020,1
whats poppin,jack harlow,1jaTQ3nqY3oAAYyCTbIvnM,2020,2020,1
dance monkey,tones and i,2XU0oxnq2qxCpomAAuJY8K,2019,2020,1
savage,megan thee stallion,55CHeLEfn5iJ0IIkgaa4si,2020,2020,1
roxanne,arizona zervas,696DnlkuDOXcMAnKlTgXXK,2019,2020,1
intentions,justin bieber,4umIPjkehX1r7uhmGvXiSV,2020,2020,1
everything i wanted,billie eilish,3ZCTVFBt2Brf31RLEnCkWJ,2019,2020,1
roses (imanbek remix),saint jhn,72GVdRHK49beKrC1NqRCqj,2020,2020,1
watermelon sugar,harry styles,6UelLqGlWMcVH1E5c4H7lY,2019,2020,1
before you go,lewis capaldi,2gMXnyrvIjhVBUZwvLZDMP,2019,2020,1
falling,trevor daniel,0Aqi7ArnBrGblW5T6p2jmD,2020,2020,1
"10,000 hours",dan + shay & justin bieber,2wrJq5XKLnmhRXHIAf9xBa,2019,2020,1
wap,cardi b,4Oun2ylbjFKMPTiaSbbCih,2020,2020,1
ballin',mustard & roddy ricch,3QzAOrNlsabgbMwlZt7TAY,2019,2020,1
hot girl bummer,blackbear,6jRq8gaZhMUyy5RclRPcAf,2020,2020,1
blueberry faygo,lil mosey,22LAwLoDA5b4AaGSkg6bKW,2020,2020,1
heartless,the weeknd,6bnF93Rx87YqUBLSgjiMU8,2020,2020,1
bop,dababy,6Ozh9Ok6h4Oi1wUSLtBseN,2019,2020,1
lose you to love me,selena gomez,4l0Mvzj72xxOpRrp6h8nHi,2020,2020,1
good as hell,lizzo,6KgBpzTuTRPebChN0VTyzV,2019,2020,1
toosie slide,drake,466cKvZn1j45IpxDdYZqdA,2020,2020,1
break my heart,dua lipa,017PF4Q3l4DBUiWoXk4OWT,2020,2020,1
chasin' you,morgan wallen,0WiyWiJDkNCyGNqkv7NByy,2018,2020,1
savage love (laxed – siren beat),jawsh 685 & jason derulo,1xQ6trAsedVPCdbtDAmk0c,2020,2020,1
my oh my,camila cabello,3yOlyBJuViE2YSGn3nVE1K,2019,2020,1
dynamite,bts,5QDLhrAOJJdNAmCTJ8xMyW,2020,2020,1
go crazy,chris brown & young thug,1IIKrJVP1C9N7iPtG6eOsK,2020,2020,1
high fashion,roddy ricch,07KXEDMj78x68D884wgVEm,2019,2020,1
laugh now cry later,drake,2SAqBLGA283SUiwJ3xOUVI,2020,2020,1
woah,lil baby,02RCbjb9czvQKNGBmEmWob,2020,2020,1
death bed,powfu,7eJMfftS33KTjuF7lTsMCx,2020,2020,1
highest in the room,travis scott,3eekarcy7kvN4yt5ZFzltW,2019,2020,1
mood,24kgoldn,4jPy3l0RUwlUI9T5XHBW2m,2021,2020,1
rain on me,lady gaga & ariana grande,7ju97lgwC2rKQ6wwsf9no9,2020,2020,1
for the night,pop smoke,0PvFJmanyNQMseIFrU708S,2020,2020,1
ritmo (bad boys for life),black eyed peas & j balvin,5NyS3oxTlos3Agl2YtZwrC,2020,2020,1
heart on ice,rod wave,591ks2A0o7ratTpiRdI7M6,2019,2020,1
nobody but you,blake shelton & gwen stefani,5M8goiFYynmNxhueYW6grR,2019,2020,1
come & go,juice wrld & marshmello,2Y0wPrPQBrGhoLn14xRYCG,2020,2020,1
if the world was ending,jp saxe,2kJwzbxV2ppxnQoYw4GLBZ,2019,2020,1
we paid,lil baby & 42 dugg,6gxKUmycQX7uyMwJcweFjp,2020,2020,1
yummy,justin bieber,16wAOAZ2OkqoIDN7TpChjR,2020,2020,1
one man band,old dominion,7cA3PnUQDlUyBBwpRozQeo,2019,2020,1
got what i got,jason aldean,4TCc369aRPRubv1m8R1TBG,2019,2020,1
sunday best,surfaces,1qYKWcEOrh2tM8PlgIm8K1,2019,2020,1
godzilla,eminem,7FIWs0pqAYbP91WWM0vlTQ,2020,2020,1
bandit,juice wrld & youngboy never broke again,1oWM79mUVdZGCGYjSirHZR,2019,2020,1
party girl,staysolidrocky,3IJYUaN3tx04S4TYyZHKoP,2020,2020,1
die from a broken heart,maddie & tae,3DA4SE262k6rdEtlHteNyq,2020,2020,1
popstar,dj khaled,6EDO9iiTtwNv6waLwa1UUq,2020,2020,1
all i want for christmas is you,mariah carey,0bYg9bo50gSsH3LtXe2SQn,1994,2020,1
one of them girls,lee brice,6uyiyatWPCqC59Mm4rO8xL,2020,2020,1
hard to forget,sam hunt,10xuH52YSXHWFwCaF1fsDd,2020,2020,1
one margarita,luke bryan,1Y3TlYJNhIa7k4YAvFkJAB,2020,2020,1
hot,young thug,5Z8HZM6iQMhhqyPcCGY5g9,2019,2020,1
i hope you're happy now,carly pearce & lee brice,0Al3wN3keprGTSgG8NBwjr,2020,2020,1
emotionally scarred,lil baby,7ge7BHazYbVKi8qyZUX1Bm,2020,2020,1
suicidal,ynw melly,1iSqfoUFnQwV0QW1EfUit8,2019,2020,1
the bigger picture,lil baby,44gRhRi2OhEf7moAUj6MD1,2020,2020,1
the woo,pop smoke,1H7KnK26kc1YyellpbINEn,2020,2020,1
sum 2 prove,lil baby,5f4Hy5mw5SRaUgXX9c6P5S,2020,2020,1
stuck with u,ariana grande & justin bieber,4HBZA5flZLE435QTztThqH,2020,2020,1
mood swings,pop smoke,5rZlwNFl01HqLWBQGryKSm,2020,2020,1
you should be sad,halsey,7lidXGPXPYLNThITAOTlkK,2020,2020,1
dior,pop smoke,79s5XnCN4TJKTVMSmOx8Ep,2019,2020,1
supalonely,benee,4nK5YrxbMGZstTLbvj6Gxw,2019,2020,1
even though i'm leaving,luke combs,5Fhe63YOMZsGdB3CgCDuBi,2019,2020,1
the scotts,travis scott & kid cudi,39Yp9wwQiSRIDOvrVg7mbk,2020,2020,1
juicy,doja cat & tyga,7f5trao56t7sB7f14QDTmp,2019,2020,1
be like that,kane brown & swae lee & khalid,5f1joOtoMeyppIcJGZQvqJ,2020,2020,1
homesick,kane brown,30RZAuEkYeDXvy46Iv6l7E,2019,2020,1
rags2riches,rod wave,40TPiJpvwGIyvPjJMDTKfy,2020,2020,1
bluebird,miranda lambert,0kPeZAyIhIfeZNrtfjJGDB,2019,2020,1
wishing well,juice wrld,2U5WueTLIK5WJLD7mvDODv,2020,2020,1
does to me,luke combs,0nGXi46VcQQ56ZJR428MKS,2019,2020,1
pussy fairy (otw),jhené aiko,48KXAIruJ07kJVCWOGohMV,2020,2020,1
ily (i love you baby),surf mesa,62aP9fBQKYKxi7PDXwcUAS,2019,2020,1
more than my hometown,morgan wallen,0IRZwSCWFdT5D8hNCXHzZX,2021,2020,1
lovin' on you,luke combs,0nYvjcSlCgjcwogQAwIwNp,2019,2020,1
said sum,moneybagg yo,3sKz6Sd72K0ofPWcJPPk6H,2020,2020,1
slide,h.e.r.,6MO2bfLHKykUgCChFdw91H,2020,2020,1
walk em down,nle choppa,1Z0cZI0UzNbP9L8MzzGxqf,2020,2020,1
levitating,dua lipa,5nujrmhLynf4yMoMtj8AQF,2020,2021,1
save your tears,the weeknd & ariana grande,1oFAF1hdPOickyHgbuRjyX,2020,2021,1
good 4 u,olivia rodrigo,4ZtFanR9U6ndgddUvNcjcG,2021,2021,1
kiss me more,doja cat,3DarAbFujv6eYNliUTyqtz,2021,2021,1
leave the door open,silk sonic & bruno mars & anderson .paak,02VBYrHfVwfEWXk5DXyf0T,2021,2021,1
drivers license,olivia rodrigo,5wANPM4fQCJwkGd4rN57mH,2021,2021,1
montero (call me by your name),lil nas x,1SC5rEoYDGUK4NfG82494W,2021,2021,1
peaches,justin bieber,4iJyoBOLtHqaGxP12qzhQI,2021,2021,1
butter,bts,6jjYDGxVJsWS0a5wlVF5vS,2022,2021,1
stay,the kid laroi & justin bieber,567e29TDzLwZwfDuEpGTwo,2021,2021,1
deja vu,olivia rodrigo,6HU7h9RYOaPRFeh0R3UeAr,2021,2021,1
positions,ariana grande,35mvY5S1H3J2QZyna3TFe0,2020,2021,1
bad habits,ed sheeran,3rmo8F54jFF8OgYsqTxm5d,2021,2021,1
heat waves,glass animals,3USxtqRwSYz57Ewm6wWRMp,2020,2021,1
without you,the kid laroi,1KMkcUvF7m3SDChDOa7i5L,2021,2021,1
forever after all,luke combs,6IBcOGPsniK3Pso1wHIhew,2020,2021,1
astronaut in the ocean,masked wolf,3Ofmpyhv5UAQ70mENzB277,2021,2021,1
34+35,ariana grande,6Im9k8u9iIzKMrmV7BWtlF,2020,2021,1
what you know bout love,pop smoke,1tkg4EHVoqnhR6iFEXb60y,2020,2021,1
my ex's best friend,machine gun kelly,7kDUspsoYfLkWnZR7qwHZl,2020,2021,1
industry baby,lil nas x & jack harlow,5Z9KJZvQzH6PFmb8SNkxuk,2021,2021,1
therefore i am,billie eilish,20R4HfKloPKgXDqU7UKk3x,2021,2021,1
up,cardi b,1M4OcYkxAtu3ErzSgDEfoi,2021,2021,1
fancy like,walker hayes,58UKC45GPNTflCN6nwCUeF,2022,2021,1
dakiti,bad bunny & jhay cortez,47EiUVwUp4C9fGccaPuUCS,2020,2021,1
best friend,saweetie,20BOju91NaEFK5Py4VJ2pp,2021,2021,1
rapstar,polo g,18vXApRmJSgQ6wG2ll9AOg,2021,2021,1
heartbreak anniversary,giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,2020,2021,1
calling my phone,lil tjay & 6lack,3J8EOeKLTLXORtWPpOU5bE,2021,2021,1
beautiful mistakes,maroon 5,5zFglKYiknIxks8geR8rcL,2021,2021,1
holy,justin bieber,5u1n1kITHCxxp8twBcZxWy,2020,2021,1
on me,lil baby,4Iedi94TIaB2GGb1nMB68v,2020,2021,1
you broke me first,tate mcrae,4l0RmWt52FxpVxMNni6i63,2021,2021,1
traitor,olivia rodrigo,5CZ40GBx1sQ9agT82CLQCT,2021,2021,1
back in blood,pooh shiesty,7FGdjbZ32vMybPuP0IuE7d,2021,2021,1
wockesha,moneybagg yo,0nqhKXDjsyBMvbeWmgijD0,2021,2021,1
you right,doja cat & the weeknd,0k4d5YPDr1r7FX77VdqWez,2021,2021,1
beat box 2,spotemgottem & spotemgottem,3fHNHBb2eGLahIvoVa19zq,2020,2021,1
need to know,doja cat,3Vi5XqYrmQgOYBajMWSvCi,2021,2021,1
wants and needs,drake,65OVbaJR5O1RmwOQx0875b,2021,2021,1
way 2 sexy,drake,0k1WUmIRnG3xU6fvvDVfRG,2021,2021,1
telepatía,kali uchis,6tDDoYIxWvMLTdKpjFkc1B,2020,2021,1
whoopty,cj,1t9WgS8FN0534tLBRwbaxO,2021,2021,1
lemonade,internet money & gunna,1p0rEzrK7YtdRZVtiyV7RN,2020,2021,1
good days,sza,4PMqSO5qyjpvzhlLI5GnID,2022,2021,1
starting over,chris stapleton,3K07bGe8iljQ3mOKArHLDo,2020,2021,1
body,megan thee stallion,0A1hoCfMLkiAgvhWkkucJa,2020,2021,1
willow,taylor swift,0lx2cLdOt3piJbcaXIV74f,2020,2021,1
bang!,ajr,4SQLQfcR0vhyIN4uPBlc0d,2021,2021,1
better together,luke combs,6gdLyYNuhWBzqwlOFSsXC7,2019,2021,1
you're mines still,yung bleu,6tiKwZppNjrls8RsPQwK6r,2021,2021,1
every chance i get,dj khaled,1EJIcDYXwSqipW5dFe4uJz,2021,2021,1
essence,wizkid,5FG7Tl93LdH117jEKYl3Cm,2020,2021,1
chasing after you,ryan hurd & maren morris,1ZIKpMTRPqhwAoVXWY3tXI,2021,2021,1
the good ones,gabby barrett,3hLuHKzG1cmlRpq53ZVWd8,2020,2021,1
leave before you love me,marshmello & jonas brothers,4qu63nuBpdn0qHUHuObEj1,2021,2021,1
glad you exist,dan + shay,3oV2RVOmwdWdf9BmGS4Oad,2021,2021,1
lonely,justin bieber & benny blanco,3S8jK1mGzQi24ilFb45DAZ,2021,2021,1
beggin',måneskin,3Wrjm47oTz2sjIgck11l5e,2017,2021,1
streets,doja cat,60ynsPSSKe6O3sfwRnIBRf,2019,2021,1
what's next,drake,3aQem4jVGdhtg116TmJnHz,2021,2021,1
famous friends,chris young & kane brown,00KyYtT6NaXwbPecina5Pj,2021,2021,1
lil bit,nelly & florida georgia line,33aow0AcXYvT1FoWNzMcqN,2021,2021,1
thot shit,megan thee stallion,7FdmHr87G79PDRGy9SPBkZ,2021,2021,1
late at night,roddy ricch,6kksmL4t09IgxhajuVDDxR,2021,2021,1
kings & queens,ava max,7a53HqqArd4b9NF4XAmlbI,2020,2021,1
anyone,justin bieber,2WnAKZefdRHxtBEkRjFOHC,2021,2021,1
track star,mooski,5hChuUMe5iHfjkXgzj1D4b,2021,2021,1
time today,moneybagg yo,0YrKSfpvflYnLSBd4Jtu6J,2021,2021,1
cry baby,megan thee stallion,4aarlAfLKVCTxUDNgbwhjH,2020,2021,1
no more parties,coi leray,5A4WcRuy0FFEAC5pAK43oa,2021,2021,1
what's your country song,thomas rhett,4oR2cCQGs0Yt0Mgr2diV6V,2021,2021,1
one too many,keith urban & pink,5NUXE8W12lWcUXgJRCjeEw,2020,2021,1
arcade,duncan laurence,1Xi84slp6FryDSCbzq4UCD,2019,2021,1
yonaguni,bad bunny,2JPLbjOn0wPCngEot2STUS,2021,2021,1
good time,niko moon,2S8UMuLJ0z8agFgFGJ6Ztt,2021,2021,1
if i didn't love you,jason aldean & carrie underwood,7IYoh1u7dFM1xIWSEYd5B8,2021,2021,1
knife talk,drake,2BcMwX1MPV6ZHP4tUT9uq6,2021,2021,1
pov,ariana grande,3UoULw70kMsiVXxW0L3A33,2020,2021,1
just the way,parmalee & blanco brown,4h5OVQQbeqw3lNaFIbmlzG,2021,2021,1
take my breath,the weeknd,2vgUijXOTRMnWXDtvgMp2b,2022,2021,1
we're good,dua lipa,1diS6nkxMQc3wwC4G1j0bh,2021,2021,1
hell of a view,eric church,4mXGooManGPH6xAWRAtRJU,2021,2021,1
rockin' around the christmas tree,brenda lee,2EjXfH91m7f8HiJN1yQg97,1964,2021,1
put your records on,ritt momney,6AGOKlMZWLCaEJGnaROtF9,2020,2021,1
happier than ever,billie eilish,4RVwu0g32PAqgUiJoXsdF8,2021,2021,1
single saturday night,cole swindell,6LnIxE8CqkK7faQV76nEHS,2022,2021,1
things a man oughta know,lainey wilson,3S0sk6DSTgesXsUSAEHNr5,2021,2021,1
throat baby (go baby),brs kash,15C4TnrrVdym7UykxQIOTZ,2021,2021,1
tombstone,rod wave,3zc8VZEpM1onYV4FWGdFvm,2021,2021,1
drinkin' beer. talkin' god. amen.,chase rice,0rOVgtieEk5SoypbulRiKI,2021,2021,1
todo de ti,rauw alejandro,3rdAz1fbUfZxYgaCviYhRo,2021,2021,1
as it was,harry styles,4Dvkj6JhhA12EX05fT7y2e,2022,2022,1
easy on me,adele,46IZ0fSY2mpAiktS3KOqds,2021,2022,1
shivers,ed sheeran,50nfwKoDiSYg8zOCREWAm5,2021,2022,1
first class,jack harlow,0wHFktze2PHC5jDt3B17DC,2022,2022,1
big energy,latto,6Zu3aw7FfjAF9WA0fA81Oq,2021,2022,1
ghost,justin bieber,6I3mqTwhRpn34SLVafSH7G,2021,2022,1
super gremlin,kodak black,1Y5Jvi3eLi4Chwqch9GMem,2022,2022,1
cold heart (pnau remix),elton john & dua lipa,7rglLriMNBPAyuJOMGwi39,2021,2022,1
wait for u,future,59nOXPmaKlBfGMDeOVGrIK,2022,2022,1
about damn time,lizzo,6HMtHNpW6YPi1hrw9tgF8P,2022,2022,1
thats what i want,lil nas x,0e8nrvls4Qqv5Rfa2UhqmO,2021,2022,1
enemy,imagine dragons & jid,3CIyK1V4JEJkg02E4EJnDl,2022,2022,1
abcdefu,gayle,4fouWK6XVHhzl78KzQ1UjL,2021,2022,1
wasted on you,morgan wallen,5YanmSgudc0CaxZrn40YnM,2021,2022,1
me porto bonito,bad bunny & chencho corleone,6Sq7ltF9Qa7SNFBsV5Cogx,2022,2022,1
woman,doja cat,6Uj1ctrBOjOas8xZXGqKk4,2021,2022,1
tití me preguntó,bad bunny,1IHWl5LamUGEuP4ozKQSXZ,2022,2022,1
running up that hill (a deal with god),kate bush,1PtQJZVZIdWIYdARpZRDFO,1985,2022,1
we don't talk about bruno,carolina gaitán & adassa & rhenzy feliz & diane guerrero & stephanie beatriz & encanto,52xJxFP6TqMuO4Yt0eOkMz,2021,2022,1
late night talking,harry styles,1qEmFfgcLObUfQm0j1W2CK,2022,2022,1
i like you (a happier song),post malone,0O6u0VJ46W86TxN9wgyqDj,2022,2022,1
you proof,morgan wallen,57a4iloBWqan5rtqPJBoVY,2023,2022,1
bad habit,steve lacy,4k6Uh1HXdhtusDW5y8Gbvy,2022,2022,1
sunroof,nicky youre,5YqEzk3C5c3UZ1D5fJUlXA,2023,2022,1
one right now,post malone & the weeknd,1nltpRhEiXikwDlVn4UADk,2022,2022,1
numb little bug,em beihold,1KQc37jezhunxnOPhvdwSG,2022,2022,1
jimmy cooks,drake,3F5CgOj3wFlRv51JsHbxhe,2022,2022,1
'til you can't,cody johnson,4k3lPl8YTKuY8c1HelVnm3,2021,2022,1
the kind of love we make,luke combs,48UKTR66uUOT9LaUvooTNx,2022,2022,1
i ain't worried,onerepublic,4h9wh7iOZ0GGn8QVp4RAOB,2022,2022,1
break my soul,beyoncé,5pyoxDZ1PX0KxBxiRVxA4U,2022,2022,1
something in the orange,zach bryan,3WMj8moIAXJhHsyLaqIIHI,2022,2022,1
smokin out the window,silk sonic & bruno mars & anderson .paak,3xVZYkcuWalGudeKl861wb,2021,2022,1
in a minute,lil baby,31lopd32BkJBTSgYE16c5e,2022,2022,1
moscow mule,bad bunny,6Xom58OOXk2SoU711L2IXO,2022,2022,1
she had me at heads carolina,cole swindell,200x8ONbPfFzByUr3fVz46,2022,2022,1
vegas,doja cat,0hquQWY3xvYqN4qtiquniF,2022,2022,1
pushin p,gunna & future,3XOalgusokruzA5ZBA2Qcb,2022,2022,1
buy dirt,jordan davis & luke bryan,69AIpwGNLxr4qS1X5ynx60,2021,2022,1
i hate u,sza,2aJnyNu4PQxQ2lyj5boiMG,2022,2022,1
boyfriend,dove cameron,59CfNbkERJ3NoTXDvoURjj,2022,2022,1
glimpse of us,joji,2mlNgAeIBnL78ZriXgrRHz,2022,2022,1
surface pressure,jessica darrow,760jhRscwGbIIe1m1IIQpU,2021,2022,1
fall in love,bailey zimmerman,0rCFRyEy4WXjRXNpO80Dzs,2023,2022,1
love nwantiti (ah ah ah),ckay,2Xr1dTzJee307rmrkt8c0g,2019,2022,1
super freaky girl,nicki minaj,4C6Uex2ILwJi9sZXRdmqXp,2022,2022,1
hrs and hrs,muni long,3ncmoWTwJgx63LwMTyBCXf,2022,2022,1
sand in my boots,morgan wallen,12k3pLHg78j1NfwKf9B1jf,2021,2022,1
mamiii,becky g & karol g,7FlQk2gJ6TBrHHiidvdR2O,2022,2022,1
aa,walker hayes,6aIrXGmaFqPafbYgxbMUsj,2022,2022,1
sweetest pie,megan thee stallion & dua lipa,7mFj0LlWtEJaEigguaWqYh,2022,2022,1
provenza,karol g,3HqcNJdZ2seoGxhn0wVNDK,2023,2022,1
bam bam,camila cabello,0QBzMgT7NIeoCYy3sJCof1,2022,2022,1
5 foot 9,tyler hubbard,0U4iRayct65wsaBMQGiLbg,2023,2022,1
get into it (yuh),doja cat,0W6I02J9xcqK8MtSeosEXb,2021,2022,1
efecto,bad bunny,5Eax0qFko2dh7Rl2lYs3bx,2022,2022,1
rock and a hard place,bailey zimmerman,1TE8AAk9koG0UJco6ZAUfx,2023,2022,1
doin' this,luke combs,6TpyujRefwsflWFXbmjVpj,2022,2022,1
oh my god,adele,3Kkjo3cT83cw09VJyrLNwX,2021,2022,1
better days,neiked & mae muller & polo g,6f5ExP43esnvdKPddwKXJH,2021,2022,1
meet me at our spot,the anxiety & willow & tyler cole,07MDkzWARZaLEdKxo6yArG,2020,2022,1
fingers crossed,lauren spencer-smith,4wH7ZoqgETaACS9BlUkvuY,2023,2022,1
all too well (taylor's version),taylor swift,5enxwA8aAbwZbf5qCHORXi,2021,2022,1
party,bad bunny & rauw alejandro,4tYFy8ALRjIZvnvSLw5lxN,2022,2022,1
después de la playa,bad bunny,1dm6z1fWB0cErMszU25dy2,2022,2022,1
you should probably leave,chris stapleton,2UikqkwBv7aIvlixeVXHWt,2020,2022,1
broadway girls,lil durk,7qTaDOcld0VmBWXnkbUj45,2022,2022,1
take my name,parmalee,7g0Zfd5J6Hzx9M2fRUMuba,2021,2022,1
what happened to virgil,lil durk,7ohROa13QK43JBRqfCmz4P,2022,2022,1
puffin on zootiez,future,1qMMYpVatbRITKCfq1gasi,2022,2022,1
like i love country music,kane brown,3j1xkzTW8owIphkWV51V9s,2022,2022,1
jingle bell rock,bobby helms,7vQbuQcyTflfCIOu3Uzzya,1957,2022,1
ojitos lindos,bad bunny & bomba estéreo,3k3NWokhRRkEPhCzPmV8TW,2022,2022,1
trouble with a heartbreak,jason aldean,0P9c1rdCeGAkCeS425KbI5,2022,2022,1
a holly jolly christmas,burl ives,77khP2fIVhSW23NwxrRluh,1965,2022,1
she likes it,russell dickerson,6VVqPBFZIbcmv14zNfOc13,2021,2022,1
never say never,cole swindell & lainey wilson,3iYEsBl8NBq1o1j5uY2Noe,2022,2022,1
damn strait,scotty mccreery,0gNrujgnSfw4LuSvd0Jbs6,2021,2022,1
she's all i wanna be,tate mcrae,7l9IqDtVWJurTvkQHq1BGh,2022,2022,1
last night lonely,jon pardi,0k11c8vwyeNSGQex6UMa1v,2022,2022,1
flower shops,ernest,1DbZAffh8GGwW41Q3AU8iC,2022,2022,1
to the moon,jnr choi,5vUnjhBzRJJIAOJPde6zDx,2021,2022,1
unholy,sam smith & kim petras,3nqQXoyQOWXiESFLlDF1hG,2022,2022,1
one mississippi,kane brown,4FdPnT2cFrpWCmWZd7GXc3,2021,2022,1
circles around this town,maren morris,13G5xv1wUKvJYbK0wYmioN,2022,2022,1
last night,morgan wallen,583dMdiUquLMenarTp7PQm,2023,2023,1
flowers,miley cyrus,7DSAEUvxU8FajXtRloy8M0,2023,2023,1
kill bill,sza,1Qrg8KqiBpW07V7PNxwwwL,2022,2023,1
anti-hero,taylor swift,0V3wPSX9ygBnCm8psDIegu,2022,2023,1
creepin',metro boomin & the weeknd & 21 savage,2dHHgzDwk4BJdRwy9uXhTO,2022,2023,1
calm down,rema & selena gomez,0WtM2NBVQNNJLh6scP13H8,2022,2023,1
die for you,the weeknd & ariana grande,4W4fNrZYkobj539TOWsLO2,2023,2023,1
fast car,luke combs,1Lo0QY9cvc8sUB2vnIOxDT,2023,2023,1
snooze,sza,4iZ4pt7kvcaH6Yo8UoZ4s2,2022,2023,1
i'm good (blue),david guetta & bebe rexha,4uUG5RXrOk84mYEfFvj3cK,2022,2023,1
rich flex,drake & 21 savage,1bDbXMyjaUIooNwFE9wn0N,2022,2023,1
under the influence,chris brown,5IgjP7X4th6nMNDh4akUHb,2019,2023,1
cruel summer,taylor swift,1BxfuPKGuaTgP7aM0Bbdwr,2019,2023,1
thinkin' bout me,morgan wallen,4Sb8neYCkT7lyMIo2kOOEC,2023,2023,1
boy's a liar pt. 2,pinkpantheress & ice spice,5CCr8msaN3MhgqBoa9yWhH,2023,2023,1
favorite song,toosii,5Bvhk3wx42kkDEggSQIwqL,2023,2023,1
