,billboard_year,rank,name,artist,featuring,target
510,2015,11,Cheerleader,OMI,,1
511,2015,12,Can't Feel My Face,The Weeknd,,1
512,2015,13,Love Me Like You Do,Ellie Goulding,,1
513,2015,14,Take Me to Church,Hozier,,1
514,2015,15,Bad Blood,Taylor Swift,Kendrick Lamar,1
515,2015,16,Lean On,Major Lazer & DJ Snake,MØ,1
516,2015,17,Want to Want Me,Jason Derulo,,1
517,2015,18,Shake It Off,Taylor Swift,,1
518,2015,19,Where Are Ü Now,Skrillex & Diplo & Jack Ü,Justin Bieber,1
519,2015,20,Fight Song,Rachel Platten,,1
520,2015,21,679,Fetty Wap,Remy Boyz,1
521,2015,22,Lips Are Movin,Meghan Trainor,,1
522,2015,23,Worth It,Fifth Harmony,Kid Ink,1
523,2015,24,Post to Be,Omarion,Chris Brown & Jhené Aiko,1
524,2015,25,"Honey, I'm Good.",Andy Grammer,,1
525,2015,26,I'm Not the Only One,Sam Smith,,1
526,2015,27,Good for You,Selena Gomez,ASAP Rocky,1
527,2015,28,All About That Bass,Meghan Trainor,,1
528,2015,29,Style,Taylor Swift,,1
529,2015,30,Hotline Bling,Drake,,1
530,2015,31,Hey Mama,David Guetta,Nicki Minaj & Bebe Rexha & Afrojack,1
531,2015,32,G.D.F.R.,Flo Rida,Sage the Gemini & Lookas,1
532,2015,33,What Do You Mean?,Justin Bieber,,1
533,2015,34,Photograph,Ed Sheeran,,1
534,2015,35,Hello,Adele,,1
535,2015,36,Stitches,Shawn Mendes,,1
536,2015,37,Talking Body,Tove Lo,,1
537,2015,38,Jealous,Nick Jonas,,1
538,2015,39,Time of Our Lives,Pitbull & Ne-Yo,,1
539,2015,40,Locked Away,R. City,Adam Levine,1
540,2015,41,Somebody,Natalie La Rose,Jeremih,1
541,2015,42,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,,1
542,2015,43,Centuries,Fall Out Boy,,1
543,2015,44,My Way,Fetty Wap,Monty,1
544,2015,45,Take Your Time,Sam Hunt,,1
545,2015,46,Animals,Maroon 5,,1
546,2015,47,I Don't Fuck with You,Big Sean,E-40,1
547,2015,48,Bitch Better Have My Money,Rihanna,,1
548,2015,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,,1
549,2015,50,Nasty Freestyle,T-Wayne,,1
550,2015,51,Only,Nicki Minaj,Drake & Lil Wayne & Chris Brown,1
551,2015,52,Elastic Heart,Sia,,1
552,2015,53,Cool for the Summer,Demi Lovato,,1
553,2015,54,Renegades,X Ambassadors,,1
554,2015,55,I Don't Mind,Usher,Juicy J,1
555,2015,56,Love Me Harder,Ariana Grande & The Weeknd,,1
556,2015,57,Wildest Dreams,Taylor Swift,,1
557,2015,58,Stay with Me,Sam Smith,,1
558,2015,59,You Know You Like It,DJ Snake & AlunaGeorge,,1
559,2015,60,Uma Thurman,Fall Out Boy,,1
560,2015,61,7/11,Beyoncé,,1
561,2015,62,The Heart Wants What It Wants,Selena Gomez,,1
562,2015,63,Girl Crush,Little Big Town,,1
563,2015,64,Slow Motion,Trey Songz,,1
564,2015,65,Drag Me Down,One Direction,,1
565,2015,66,Truffle Butter,Nicki Minaj,Drake & Lil Wayne,1
566,2015,67,One Last Time,Ariana Grande,,1
567,2015,68,Chains,Nick Jonas,,1
568,2015,69,All Eyes on You,Meek Mill,Chris Brown & Nicki Minaj,1
569,2015,70,No Type,Rae Sremmurd,,1
570,2015,71,Riptide,Vance Joy,,1
571,2015,72,Classic Man,Jidenna,Roman GianArthur,1
572,2015,73,Ex's & Oh's,Elle King,,1
573,2015,74,Dear Future Husband,Meghan Trainor,,1
574,2015,75,Marvin Gaye,Charlie Puth,Meghan Trainor,1
575,2015,76,Like I'm Gonna Lose You,Meghan Trainor,John Legend,1
576,2015,77,Habits (Stay High),Tove Lo,,1
577,2015,78,The Hanging Tree,James Newton Howard,Jennifer Lawrence,1
578,2015,79,CoCo,O.T. Genasis,,1
579,2015,80,Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,,1
580,2015,81,Lay Me Down,Sam Smith,,1
581,2015,82,Tuesday,ILoveMakonnen,Drake,1
582,2015,83,Hit the Quan,iLoveMemphis,,1
583,2015,84,Downtown,Macklemore & Ryan Lewis,Eric Nally & Melle Mel & Kool Moe Dee & Grandmaster Caz,1
584,2015,85,House Party,Sam Hunt,,1
585,2015,86,Ayo,Chris Brown & Tyga,,1
586,2015,87,Kick the Dust Up,Luke Bryan,,1
587,2015,88,Blessings,Big Sean,Drake & Kanye West,1
588,2015,89,Budapest,George Ezra,,1
589,2015,90,Chandelier,Sia,,1
590,2015,91,Heartbeat Song,Kelly Clarkson,,1
591,2015,92,Don't,Ed Sheeran,,1
592,2015,93,Ghost,Ella Henderson,,1
593,2015,94,Here,Alessia Cara,,1
594,2015,95,Waves,Mr Probz,,1
595,2015,96,El Perdón,Nicky Jam & Enrique Iglesias,,1
596,2015,97,She Knows,Ne-Yo,Juicy J,1
597,2015,98,Night Changes,One Direction,,1
598,2015,99,Back to Back,Drake,,1
599,2015,100,How Deep Is Your Love,Calvin Harris & Disciples,,1
600,2016,1,Love Yourself,Justin Bieber,,1
601,2016,2,Sorry,Justin Bieber,,1
602,2016,3,One Dance,Drake,Wizkid & Kyla,1
603,2016,4,Work,Rihanna,Drake,1
604,2016,5,Stressed Out,Twenty One Pilots,,1
605,2016,6,Panda,Desiigner,,1
606,2016,7,Hello,Adele,,1
607,2016,8,Don't Let Me Down,The Chainsmokers,Daya,1
608,2016,9,Can't Stop the Feeling!,Justin Timberlake,,1
609,2016,10,Closer,The Chainsmokers,Halsey,1
610,2016,11,Cheap Thrills,Sia,Sean Paul,1
611,2016,12,7 Years,Lukas Graham,,1
612,2016,13,Needed Me,Rihanna,,1
613,2016,14,My House,Flo Rida,,1
614,2016,15,I Took a Pill in Ibiza,Mike Posner,,1
615,2016,16,Work from Home,Fifth Harmony,Ty Dolla Sign,1
616,2016,17,This Is What You Came For,Calvin Harris,Rihanna,1
617,2016,18,Cake by the Ocean,DNCE,,1
618,2016,19,"Me, Myself & I",G-Eazy & Bebe Rexha,,1
619,2016,20,Ride,Twenty One Pilots,,1
620,2016,21,Heathens,Twenty One Pilots,,1
621,2016,22,Pillowtalk,Zayn,,1
622,2016,23,Stitches,Shawn Mendes,,1
623,2016,24,Hotline Bling,Drake,,1
624,2016,25,Cold Water,Major Lazer,Justin Bieber & MØ,1
625,2016,26,Send My Love (To Your New Lover),Adele,,1
626,2016,27,Roses,The Chainsmokers,Rozes,1
627,2016,28,Treat You Better,Shawn Mendes,,1
628,2016,29,Too Good,Drake,Rihanna,1
629,2016,30,Low Life,Future,The Weeknd,1
630,2016,31,What Do You Mean?,Justin Bieber,,1
631,2016,32,The Hills,The Weeknd,,1
632,2016,33,Just Like Fire,P!nk,,1
633,2016,34,Broccoli,DRAM,Lil Yachty,1
634,2016,35,Don't,Bryson Tiller,,1
635,2016,36,Dangerous Woman,Ariana Grande,,1
636,2016,37,Jumpman,Drake & Future,,1
637,2016,38,"I Hate U, I Love U",Gnash,Olivia O'Brien,1
638,2016,39,Here,Alessia Cara,,1
639,2016,40,Same Old Love,Selena Gomez,,1
640,2016,41,Controlla,Drake,,1
641,2016,42,Like I'm Gonna Lose You,Meghan Trainor,John Legend,1
642,2016,43,One Call Away,Charlie Puth,,1
643,2016,44,Let It Go,James Bay,,1
644,2016,45,No,Meghan Trainor,,1
645,2016,46,Never Forget You,Zara Larsson & MNEK,,1
646,2016,47,Let Me Love You,DJ Snake,Justin Bieber,1
647,2016,48,Don't Mind,Kent Jones,,1
648,2016,49,H.O.L.Y.,Florida Georgia Line,,1
649,2016,50,We Don't Talk Anymore,Charlie Puth,Selena Gomez,1
650,2016,51,Into You,Ariana Grande,,1
651,2016,52,Gold,Kiiara,,1
652,2016,53,Exchange,Bryson Tiller,,1
653,2016,54,679,Fetty Wap,Remy Boyz,1
654,2016,55,Oui,Jeremih,,1
655,2016,56,Hands to Myself,Selena Gomez,,1
656,2016,57,2 Phones,Kevin Gates,,1
657,2016,58,Starboy,The Weeknd,Daft Punk,1
658,2016,59,For Free,DJ Khaled,Drake,1
659,2016,60,Never Be Like You,Flume,Kai,1
660,2016,61,In the Night,The Weeknd,,1
661,2016,62,Me Too,Meghan Trainor,,1
662,2016,63,Ex's & Oh's,Elle King,,1
663,2016,64,Die a Happy Man,Thomas Rhett,,1
664,2016,65,White Iverson,Post Malone,,1
665,2016,66,Close,Nick Jonas,Tove Lo,1
666,2016,67,Unsteady,X Ambassadors,,1
667,2016,68,Sucker for Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons & Logic & Ty Dolla Sign,X Ambassadors,1
668,2016,69,Down in the DM,Yo Gotti,Nicki Minaj,1
669,2016,70,Luv,Tory Lanez,,1
670,2016,71,Sorry,Beyoncé,,1
671,2016,72,Can't Feel My Face,The Weeknd,,1
672,2016,73,Hymn for the Weekend,Coldplay,,1
673,2016,74,Say It,Tory Lanez,,1
674,2016,75,Antidote,Travis Scott,,1
675,2016,76,Lost Boy,Ruth B,,1
676,2016,77,Side to Side,Ariana Grande,Nicki Minaj,1
677,2016,78,"Sit Still, Look Pretty",Daya,,1
678,2016,79,Wildest Dreams,Taylor Swift,,1
679,2016,80,Middle,DJ Snake,Bipolar Sunshine,1
680,2016,81,On My Mind,Ellie Goulding,,1
681,2016,82,Pop Style,Drake,Jay-Z & Kanye West & [a],1
682,2016,83,When We Were Young,Adele,,1
683,2016,84,Hide Away,Daya,,1
684,2016,85,Lean On,Major Lazer & DJ Snake,MØ,1
685,2016,86,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,1
686,2016,87,All the Way Up,Fat Joe & Remy Ma,French Montana,1
687,2016,88,Watch Me,Silentó,,1
688,2016,89,Back to Sleep,Chris Brown,,1
689,2016,90,No Limit,Usher,Young Thug,1
690,2016,91,Cut It,O.T. Genasis,Young Dolph,1
691,2016,92,Really Really,Kevin Gates,,1
692,2016,93,All In My Head (Flex),Fifth Harmony,Fetty Wap,1
693,2016,94,Starving,Hailee Steinfeld & Grey,Zedd,1
694,2016,95,Adventure of a Lifetime,Coldplay,,1
695,2016,96,Humble and Kind,Tim McGraw,,1
696,2016,97,Wicked,Future,,1
697,2016,98,Tiimmy Turner,Desiigner,,1
698,2016,99,See You Again,Wiz Khalifa,Charlie Puth,1
699,2016,100,Perfect,One Direction,,1
700,2017,1,Shape of You,Ed Sheeran,,1
701,2017,2,Despacito (Remix),Luis Fonsi & Daddy Yankee,Justin Bieber,1
702,2017,3,That's What I Like,Bruno Mars,,1
703,2017,4,Humble,Kendrick Lamar,,1
704,2017,5,Something Just Like This,The Chainsmokers & Coldplay,,1
705,2017,6,Bad and Boujee,Migos,Lil Uzi Vert,1
706,2017,7,Closer,The Chainsmokers,Halsey,1
707,2017,8,Body Like a Back Road,Sam Hunt,,1
708,2017,9,Believer,Imagine Dragons,,1
709,2017,10,Congratulations,Post Malone,Quavo,1
710,2017,11,Say You Won't Let Go,James Arthur,,1
711,2017,12,I'm the One,DJ Khaled,Justin Bieber & Quavo & Chance the Rapper & Lil Wayne,1
712,2017,13,XO Tour Llif3,Lil Uzi Vert,,1
713,2017,14,Mask Off,Future,,1
714,2017,15,Unforgettable,French Montana,Swae Lee,1
715,2017,16,24K Magic,Bruno Mars,,1
716,2017,17,Stay,Zedd & Alessia Cara,,1
717,2017,18,Wild Thoughts,DJ Khaled,Rihanna & Bryson Tiller,1
718,2017,19,Black Beatles,Rae Sremmurd,Gucci Mane,1
719,2017,20,Starboy,The Weeknd,Daft Punk,1
720,2017,21,Location,Khalid,,1
721,2017,22,Attention,Charlie Puth,,1
722,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,,1
723,2017,24,Bodak Yellow,Cardi B,,1
724,2017,25,Redbone,Childish Gambino,,1
725,2017,26,I Don't Wanna Live Forever,Zayn & Taylor Swift,,1
726,2017,27,It Ain't Me,Kygo & Selena Gomez,,1
727,2017,28,iSpy,Kyle,Lil Yachty,1
728,2017,29,Issues,Julia Michaels,,1
729,2017,30,Scars to Your Beautiful,Alessia Cara,,1
730,2017,31,1-800-273-8255,Logic,Alessia Cara & Khalid,1
731,2017,32,Slow Hands,Niall Horan,,1
732,2017,33,Love on the Brain,Rihanna,,1
733,2017,34,I Feel It Coming,The Weeknd,Daft Punk,1
734,2017,35,Bounce Back,Big Sean,,1
735,2017,36,Strip That Down,Liam Payne,Quavo,1
736,2017,37,Fake Love,Drake,,1
737,2017,38,Don't Wanna Know,Maroon 5,Kendrick Lamar,1
738,2017,39,Look What You Made Me Do,Taylor Swift,,1
739,2017,40,Castle on the Hill,Ed Sheeran,,1
740,2017,41,Bad Things,Machine Gun Kelly & Camila Cabello,,1
741,2017,42,Paris,The Chainsmokers,,1
742,2017,43,Side to Side,Ariana Grande,Nicki Minaj,1
743,2017,44,Rockabye,Clean Bandit,Sean Paul & Anne-Marie,1
744,2017,45,Feel It Still,Portugal. The Man,,1
745,2017,46,Let Me Love You,DJ Snake,Justin Bieber,1
746,2017,47,Sorry Not Sorry,Demi Lovato,,1
747,2017,48,Bank Account,21 Savage,,1
748,2017,49,Can't Stop the Feeling!,Justin Timberlake,,1
749,2017,50,Mi Gente,J Balvin & Willy William,Beyoncé,1
750,2017,51,Thunder,Imagine Dragons,,1
751,2017,52,T-shirt,Migos,,1
752,2017,53,Rake It Up,Yo Gotti,Nicki Minaj,1
753,2017,54,Mercy,Shawn Mendes,,1
754,2017,55,Tunnel Vision,Kodak Black,,1
755,2017,56,Rockstar,Post Malone,21 Savage,1
756,2017,57,In Case You Didn't Know,Brett Young,,1
757,2017,58,Heathens,Twenty One Pilots,,1
758,2017,59,Now or Never,Halsey,,1
759,2017,60,Caroline,Aminé,,1
760,2017,61,Rolex,Ayo & Teo,,1
761,2017,62,DNA,Kendrick Lamar,,1
762,2017,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,,1
763,2017,64,Swang,Rae Sremmurd,,1
764,2017,65,Passionfruit,Drake,,1
765,2017,66,Loyalty,Kendrick Lamar,Rihanna,1
766,2017,67,Praying,Kesha,,1
767,2017,68,Goosebumps,Travis Scott,,1
768,2017,69,Cold,Maroon 5,Future,1
769,2017,70,Broccoli,DRAM,Lil Yachty,1
770,2017,71,Slide,Calvin Harris,Frank Ocean & Migos,1
771,2017,72,What Ifs,Kane Brown,Lauren Alaina,1
772,2017,73,Chained to the Rhythm,Katy Perry,Skip Marley,1
773,2017,74,Feels,Calvin Harris,Pharrell Williams & Katy Perry & Big Sean,1
774,2017,75,All Time Low,Jon Bellion,,1
775,2017,76,Hurricane,Luke Combs,,1
776,2017,77,Too Good at Goodbyes,Sam Smith,,1
777,2017,78,Young Dumb & Broke,Khalid,,1
778,2017,79,Magnolia,Playboi Carti,,1
779,2017,80,Love Galore,SZA,Travis Scott,1
780,2017,81,Drowning,A Boogie wit da Hoodie,Kodak Black,1
781,2017,82,Starving,Hailee Steinfeld & Grey,Zedd,1
782,2017,83,Both,Gucci Mane,Drake,1
783,2017,84,What About Us,P!nk,,1
784,2017,85,Swalla,Jason Derulo,Nicki Minaj & Ty Dolla Sign,1
785,2017,86,Slippery,Migos,Gucci Mane,1
786,2017,87,Sign of the Times,Harry Styles,,1
787,2017,88,Water Under the Bridge,Adele,,1
788,2017,89,Malibu,Miley Cyrus,,1
789,2017,90,Down,Marian Hill,,1
790,2017,91,No Promises,Cheat Codes,Demi Lovato,1
791,2017,92,Treat You Better,Shawn Mendes,,1
792,2017,93,I Get the Bag,Gucci Mane,Migos,1
793,2017,94,Small Town Boy,Dustin Lynch,,1
794,2017,95,Everyday We Lit,YFN Lucci,PnB Rock,1
795,2017,96,Havana,Camila Cabello,Young Thug,1
796,2017,97,What Lovers Do,Maroon 5,SZA,1
797,2017,98,Do Re Mi,Blackbear,,1
798,2017,99,Look at Me!,XXXTentacion,,1
799,2017,100,The Fighter,Keith Urban,Carrie Underwood,1
800,2018,1,God's Plan,Drake,,1
801,2018,2,Perfect,Ed Sheeran,,1
802,2018,3,Meant to Be,Bebe Rexha,Florida Georgia Line,1
803,2018,4,Havana,Camila Cabello,Young Thug,1
804,2018,5,Rockstar,Post Malone,21 Savage,1
805,2018,6,Psycho,Post Malone,Ty Dolla Sign,1
806,2018,7,I Like It,Cardi B & Bad Bunny & J Balvin,,1
807,2018,8,The Middle,Zedd & Maren Morris & Grey,,1
808,2018,9,In My Feelings,Drake,,1
809,2018,10,Girls Like You,Maroon 5,Cardi B,1
810,2018,11,Nice for What,Drake,,1
811,2018,12,Lucid Dreams,Juice Wrld,,1
812,2018,13,Better Now,Post Malone,,1
813,2018,14,Finesse,Bruno Mars,Cardi B,1
814,2018,15,Boo'd Up,Ella Mai,,1
815,2018,16,New Rules,Dua Lipa,,1
816,2018,17,Sad!,XXXTentacion,,1
817,2018,18,Never Be the Same,Camila Cabello,,1
818,2018,19,Love Lies,Khalid & Normani,,1
819,2018,20,No Tears Left to Cry,Ariana Grande,,1
820,2018,21,Mine,Bazzi,,1
821,2018,22,Thunder,Imagine Dragons,,1
822,2018,23,Look Alive,BlocBoy JB,Drake,1
823,2018,24,Delicate,Taylor Swift,,1
824,2018,25,Yes Indeed,Lil Baby & Drake,,1
825,2018,26,Friends,Marshmello & Anne-Marie,,1
826,2018,27,Bad at Love,Halsey,,1
827,2018,28,Taste,Tyga,Offset,1
828,2018,29,Let You Down,NF,,1
829,2018,30,No Limit,G-Eazy,ASAP Rocky & Cardi B,1
830,2018,31,Fefe,6ix9ine,Nicki Minaj & Murda Beatz,1
831,2018,32,Tequila,Dan + Shay,,1
832,2018,33,Feel It Still,Portugal. The Man,,1
833,2018,34,MotorSport,Migos & Nicki Minaj & Cardi B,,1
834,2018,35,I Like Me Better,Lauv,,1
835,2018,36,Youngblood,5 Seconds of Summer,,1
836,2018,37,Whatever It Takes,Imagine Dragons,,1
837,2018,38,Ric Flair Drip,Offset & Metro Boomin,,1
838,2018,39,I Fall Apart,Post Malone,,1
839,2018,40,Pray for Me,The Weeknd & Kendrick Lamar,,1
840,2018,41,Back to You,Selena Gomez,,1
841,2018,42,Sicko Mode,Travis Scott,,1
842,2018,43,Walk It Talk It,Migos,Drake,1
843,2018,44,Gucci Gang,Lil Pump,,1
844,2018,45,Him & I,G-Eazy & Halsey,,1
845,2018,46,In My Blood,Shawn Mendes,,1
846,2018,47,All the Stars,Kendrick Lamar & SZA,,1
847,2018,48,Stir Fry,Migos,,1
848,2018,49,Too Good at Goodbyes,Sam Smith,,1
849,2018,50,Love,Kendrick Lamar,Zacari,1
850,2018,51,This Is America,Childish Gambino,,1
851,2018,52,Nonstop,Drake,,1
852,2018,53,Heaven,Kane Brown,,1
853,2018,54,Bodak Yellow,Cardi B,,1
854,2018,55,Freaky Friday,Lil Dicky,Chris Brown,1
855,2018,56,Gummo,6ix9ine,,1
856,2018,57,Plug Walk,Rich the Kid,,1
857,2018,58,Wait,Maroon 5,,1
858,2018,59,Be Careful,Cardi B,,1
859,2018,60,Wolves,Selena Gomez & Marshmello,,1
860,2018,61,Bartier Cardi,Cardi B,21 Savage,1
861,2018,62,God Is a Woman,Ariana Grande,,1
862,2018,63,Big Bank,YG,2 Chainz & Nicki Minaj & Big Sean,1
863,2018,64,Sorry Not Sorry,Demi Lovato,,1
864,2018,65,How Long,Charlie Puth,,1
865,2018,66,Lights Down Low,Max,Gnash,1
866,2018,67,Young Dumb & Broke,Khalid,,1
867,2018,68,One Kiss,Calvin Harris & Dua Lipa,,1
868,2018,69,Natural,Imagine Dragons,,1
869,2018,70,You Make It Easy,Jason Aldean,,1
870,2018,71,Shape of You,Ed Sheeran,,1
871,2018,72,I Get the Bag,Gucci Mane,Migos,1
872,2018,73,No Brainer,DJ Khaled,Justin Bieber & Chance the Rapper & Quavo,1
873,2018,74,Plain Jane,ASAP Ferg,Nicki Minaj,1
874,2018,75,Sky Walker,Miguel,Travis Scott,1
875,2018,76,Marry Me,Thomas Rhett,,1
876,2018,77,Eastside,Benny Blanco & Halsey & Khalid,,1
877,2018,78,Call Out My Name,The Weeknd,,1
878,2018,79,King's Dead,Jay Rock & Kendrick Lamar & Future & James Blake,,1
879,2018,80,Happier,Marshmello & Bastille,,1
880,2018,81,Te Boté,Darell,Bad Bunny & Nicky Jam & Ozuna,1
881,2018,82,Simple,Florida Georgia Line,,1
882,2018,83,Lemon,N.E.R.D & Rihanna,,1
883,2018,84,1-800-273-8255,Logic,Alessia Cara & Khalid,1
884,2018,85,Say Something,Justin Timberlake,Chris Stapleton,1
885,2018,86,I'm Upset,Drake,,1
886,2018,87,Get Along,Kenny Chesney,,1
887,2018,88,Moonlight,XXXTentacion,,1
888,2018,89,What Lovers Do,Maroon 5,SZA,1
889,2018,90,X,Nicky Jam & J Balvin,,1
890,2018,91,Outside Today,YoungBoy Never Broke Again,,1
891,2018,92,Trip,Ella Mai,,1
892,2018,93,Dura,Daddy Yankee,,1
893,2018,94,Changes,XXXTentacion,,1
894,2018,95,Mercy,Brett Young,,1
895,2018,96,One Number Away,Luke Combs,,1
896,2018,97,Powerglide,Rae Sremmurd,Juicy J,1
897,2018,98,IDGAF,Dua Lipa,,1
898,2018,99,Mi Gente,J Balvin & Willy William,Beyoncé,1
899,2018,100,Believer,Imagine Dragons,,1
900,2019,1,Old Town Road,Lil Nas X,Billy Ray Cyrus,1
901,2019,2,Sunflower,Post Malone & Swae Lee,,1
902,2019,3,Without Me,Halsey,,1
903,2019,4,Bad Guy,Billie Eilish,,1
904,2019,5,Wow,Post Malone,,1
905,2019,6,Happier,Marshmello & Bastille,,1
906,2019,7,7 Rings,Ariana Grande,,1
907,2019,8,Talk,Khalid,,1
908,2019,9,Sicko Mode,Travis Scott,,1
909,2019,10,Sucker,Jonas Brothers,,1
910,2019,11,High Hopes,Panic! at the Disco,,1
911,2019,12,"Thank U, Next",Ariana Grande,,1
912,2019,13,Truth Hurts,Lizzo,,1
913,2019,14,Dancing with a Stranger,Sam Smith & Normani,,1
914,2019,15,Señorita,Shawn Mendes & Camila Cabello,,1
915,2019,16,I Don't Care,Ed Sheeran & Justin Bieber,,1
916,2019,17,Eastside,Benny Blanco & Halsey & Khalid,,1
917,2019,18,Going Bad,Meek Mill,Drake,1
918,2019,19,Shallow,Lady Gaga & Bradley Cooper,,1
919,2019,20,Better,Khalid,,1
920,2019,21,No Guidance,Chris Brown,Drake,1
921,2019,22,Girls Like You,Maroon 5,Cardi B,1
922,2019,23,Sweet but Psycho,Ava Max,,1
923,2019,24,Suge,DaBaby,,1
924,2019,25,Middle Child,J. Cole,,1
925,2019,26,Drip Too Hard,Lil Baby & Gunna,,1
926,2019,27,Someone You Loved,Lewis Capaldi,,1
927,2019,28,Ransom,Lil Tecca,,1
928,2019,29,If I Can't Have You,Shawn Mendes,,1
929,2019,30,Goodbyes,Post Malone,Young Thug,1
930,2019,31,Zeze,Kodak Black,Travis Scott & Offset,1
931,2019,32,Better Now,Post Malone,,1
932,2019,33,Youngblood,5 Seconds of Summer,,1
933,2019,34,Money in the Grave,Drake,Rick Ross,1
934,2019,35,Speechless,Dan + Shay,,1
935,2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,,1
936,2019,37,Please Me,Cardi B & Bruno Mars,,1
937,2019,38,Money,Cardi B,,1
938,2019,39,You Need to Calm Down,Taylor Swift,,1
939,2019,40,Panini,Lil Nas X,,1
940,2019,41,Look Back at It,A Boogie wit da Hoodie,,1
941,2019,42,A Lot,21 Savage,,1
942,2019,43,Me!,Taylor Swift,Brendon Urie,1
943,2019,44,Mia,Bad Bunny,Drake,1
944,2019,45,Pop Out,Polo G,Lil Tjay,1
945,2019,46,Beautiful Crazy,Luke Combs,,1
946,2019,47,Thotiana,Blueface,,1
947,2019,48,Lucid Dreams,Juice Wrld,,1
948,2019,49,Mo Bamba,Sheck Wes,,1
949,2019,50,Beautiful People,Ed Sheeran,Khalid,1
950,2019,51,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,,1
951,2019,52,Whiskey Glasses,Morgan Wallen,,1
952,2019,53,God's Country,Blake Shelton,,1
953,2019,54,Be Alright,Dean Lewis,,1
954,2019,55,Pure Water,Mustard & Migos,,1
955,2019,56,The Git Up,Blanco Brown,,1
956,2019,57,Taki Taki,DJ Snake,Selena Gomez & Ozuna & Cardi B,1
957,2019,58,Close to Me,Ellie Goulding & Diplo,Swae Lee,1
958,2019,59,Envy Me,Calboy,,1
959,2019,60,You Say,Lauren Daigle,,1
960,2019,61,"Hey Look Ma, I Made It",Panic! at the Disco,,1
961,2019,62,Circles,Post Malone,,1
962,2019,63,Beer Never Broke My Heart,Luke Combs,,1
963,2019,64,The London,Young Thug & J. Cole & Travis Scott,,1
964,2019,65,Con Calma,Daddy Yankee & Katy Perry,Snow,1
965,2019,66,Murder on My Mind,YNW Melly,,1
966,2019,67,When the Party's Over,Billie Eilish,,1
967,2019,68,Act Up,City Girls,,1
968,2019,69,I Like It,Cardi B & Bad Bunny & J Balvin,,1
969,2019,70,Trampoline,Shaed,,1
970,2019,71,Leave Me Alone,Flipp Dinero,,1
971,2019,72,Breathin,Ariana Grande,,1
972,2019,73,Bury a Friend,Billie Eilish,,1
973,2019,74,Close Friends,Lil Baby,,1
974,2019,75,Baby Shark,Pinkfong,,1
975,2019,76,My Type,Saweetie,,1
976,2019,77,Worth It,YK Osiris,,1
977,2019,78,Only Human,Jonas Brothers,,1
978,2019,79,Knockin' Boots,Luke Bryan,,1
979,2019,80,Trip,Ella Mai,,1
980,2019,81,Rumor,Lee Brice,,1
981,2019,82,Swervin,A Boogie wit da Hoodie,6ix9ine,1
982,2019,83,How Do You Sleep?,Sam Smith,,1
983,2019,84,Baby,Lil Baby & DaBaby,,1
984,2019,85,Look What God Gave Her,Thomas Rhett,,1
985,2019,86,Good as You,Kane Brown,,1
986,2019,87,Clout,Offset,Cardi B,1
987,2019,88,Love Lies,Khalid & Normani,,1
988,2019,89,One Thing Right,Marshmello & Kane Brown,,1
989,2019,90,Cash Shit,Megan Thee Stallion,DaBaby,1
990,2019,91,Tequila,Dan + Shay,,1
991,2019,92,Shotta Flow,NLE Choppa,,1
992,2019,93,Hot Girl Summer,Megan Thee Stallion,Nicki Minaj & Ty Dolla Sign,1
993,2019,94,Talk You Out of It,Florida Georgia Line,,1
994,2019,95,Beautiful,Bazzi,Camila Cabello,1
995,2019,96,Eyes on You,Chase Rice,,1
996,2019,97,All to Myself,Dan + Shay,,1
997,2019,98,Boyfriend,Ariana Grande & Social House,,1
998,2019,99,Walk Me Home,Pink,,1
999,2019,100,Robbery,Juice Wrld,,1
1000,2020,1,Blinding Lights,The Weeknd,,1
1001,2020,2,Circles,Post Malone,,1
1002,2020,3,The Box,Roddy Ricch,,1
1003,2020,4,Don't Start Now,Dua Lipa,,1
1004,2020,5,Rockstar,DaBaby,Roddy Ricch,1
1005,2020,6,Adore You,Harry Styles,,1
1006,2020,7,Life Is Good,Future,Drake,1
1007,2020,8,Memories,Maroon 5,,1
1008,2020,9,The Bones,Maren Morris,,1
1009,2020,10,Someone You Loved,Lewis Capaldi,,1
1010,2020,11,Say So,Doja Cat,,1
1011,2020,12,I Hope,Gabby Barrett,Charlie Puth,1
1012,2020,13,Whats Poppin,Jack Harlow,DaBaby & Tory Lanez & Lil Wayne,1
1013,2020,14,Dance Monkey,Tones and I,,1
1014,2020,15,Savage,Megan Thee Stallion,Beyoncé,1
1015,2020,16,Roxanne,Arizona Zervas,,1
1016,2020,17,Intentions,Justin Bieber,Quavo,1
1017,2020,18,Everything I Wanted,Billie Eilish,,1
1018,2020,19,Roses (Imanbek remix),Saint Jhn,,1
1019,2020,20,Watermelon Sugar,Harry Styles,,1
1020,2020,21,Before You Go,Lewis Capaldi,,1
