label,rdsg_name,rdsg_artist,rdsg_spotify_id,rdsg_release_date,af_tempo,af_key_char,af_mode_char,af_key_num,af_mode_num,af_loudness,af_danceability,af_energy,af_acousticness,af_instrumentalness,af_liveness,af_speechiness,draft99_lyric
draft1_kaggle,Gold,Kiiara,7yNX3ZFBWZoR52pbeU4Mcl,2020-10-09,113,F,Minor,5,0,-9,0.6,0.41,0.62,0.0,0.13,0.34,"roof was on let me love me on but you know
roof was on let me love me on but you know
roof was on let me love me on but you know
roof was on let me love me
gold up in my gold up in my teeth
gold up gold up in my teeth
dont care what you say to me
ima bite your feelings out gold up gold up in my teeth
i missed you in the basement
gold up in my teeth
but your brother was a good substitute for you
and if you love me love me but you never let me go
when the roof was on fire you never let me know
say youre sorry honey but you never really show
and i could leave the party without ever letting you know
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
without ever letting you know
gold up in my gold up in my teeth
gold up gold up in my teeth
tastes like money when i speak
gold up gold up in my teeth
and i missed you in the basement yeah
gold up in my teeth
bodies on the pavement
oh gold up in my teeth
and if you love me love me but you never let me go
and my roof was on fire you never let me know
say youre sorry honey but you never really show gold up in my teeth
and i could leave the party without ever letting you know
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
without ever letting you know
gold up in my gold up in my teeth
gold up gold up in my teeth
taste like money when i speak
gold up gold up in my teeth
and i missed you in the basement yeah
gold up in my teeth
bodies on the pavement oh
and if you love me love me but you never let me go
and my roof was on fire you never let me know
say youre sorry honey but you never really show gold up in my teeth
and i could leave the party without ever letting you know
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
roof was on let me love me
without ever letting you know
roof was on let me love me on but you know
without ever letting you know"
draft1_kaggle,Starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,2016-11-25,186,G,Major,7,1,-7,0.68,0.59,0.17,0.0,0.13,0.28,"ayy
im tryna put you in the worst mood ah
p1 cleaner than your church shoes ah
milli point two just to hurt you ah
all red lamb just to tease you ah
none of these toys on lease too ah
made your whole year in a week too yah
main bitch outta your league too ah
side bitch outta your league too ah
house so empty need a centerpiece
twenty racks a table cut from ebony
cut that ivory into skinny pieces
then she clean it with her face man i love my baby ah
you talkin money need a hearin aid
you talkin bout me i dont see the shade
switch up my style i take any lane
i switch up my cup i kill any pain
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
every day a nigga try to test me ah
every day a nigga try to end me ah
pull off in that roadster sv ah
pockets overweight gettin hefty ah
comin for the king thats a far cry i
i come alive in the fall time i
the competition i dont really listen
im in the blue mulsanne bumpin new edition
house so empty need a centerpiece
twenty racks a table cut from ebony
cut that ivory into skinny pieces
then she clean it with her face man i love my baby ah
you talkin money need a hearin aid
you talkin bout me i dont see the shade
switch up my style i take any lane
i switch up my cup i kill any pain
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
let a nigga brag pitt
legend of the fall took the year like a bandit
bought mama a crib and a brand new wagon
now she hit the grocery shop lookin lavish
star trek roof in that wraith of khan
girls get loose when they hear this song
a hundred on the dash get me close to god
we dont pray for love we just pray for cars
house so empty need a centerpiece
twenty racks a table cut from ebony
cut that ivory into skinny pieces
then she clean it with her face man i love my baby ah
you talkin money need a hearin aid
you talkin bout me i dont see the shade
switch up my style i take any lane
i switch up my cup i kill any pain
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy
hahahahaha hahahahaha
look what youve done
hahahahaha hahahahaha
im a motherfuckin starboy"
draft1_kaggle,Sorry,Beyoncé,0lnIJmgcUpEpe4AZACjayW,2016-04-23,130,D,Major,2,1,-7,0.78,0.6,0.0,0.0,0.25,0.05,"sorry i aint sorry
sorry i aint sorry
i aint sorry nigga nah
sorry i aint sorry
sorry i aint sorry
i aint sorry
he trying to roll me up i aint sorry
i aint picking up i aint sorry
headed to the club i aint sorry
i aint thinking bout you i aint sorry
me and my ladies sip my dussé cups
i dont give a fuck chucking my deuces up
suck on my balls pause i had enough sorry i aint sorry
i aint thinking bout you
i aint thinking bout
middle fingers up put them hands high
wave it in his face tell him boy bye sorry i aint sorry
tell him boy bye boy bye middle fingers up
i aint thinking bout you
sorry i aint sorry you
sorry i aint sorry you
i aint sorry nigga nah
i aint thinking bout you
sorry i aint sorry
sorry i aint sorry i aint sorry
no no hell nah
now you wanna say youre sorry
now you wanna call me crying
now you gotta see me wilding
now im the one thats lying
and i dont feel bad about it
its exactly what you get
stop interrupting my grinding
you interrupting my grinding
i aint thinking bout you
sorry i aint sorry
i aint thinking bout you
i aint thinking bout you
sorry i aint sorry
i aint thinking bout you
i aint thinking bout you
middle fingers up put them hands high
wave it in his face tell him boy bye bye sorry i aint sorry
tell him boy bye bye boy bye bye
middle fingers up i aint thinking bout you
sorry i aint sorry
sorry i aint sorry
i aint sorry nigga nah
sorry i aint sorry
sorry i aint sorry
i aint sorry
no no hell nah
looking at my watch he shoulda been home
today i regret the night i put that ring on
he always got them fucking excuses
i pray to the lord you reveal what his truth is
i left a note in the hallway
by the time you read it ill be far away
im far away
but i aint fucking with nobody
lets have a toast to the good life
suicide before you see this tear fall down my eyes
me and my baby we gon be alright
we gon live a good life
big homie better grow up
me and my whoadies bout to stroll up
i see them boppers in the corner
they sneaking out the back door
he only want me when im not there
he better call becky with the good hair
he better call becky with the good hair"
draft1_kaggle,Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,2015-12-04,90,C,Minor,0,0,-6,0.49,0.69,0.21,0.0,0.33,0.04,"and said drink from me drink from me
i oh i oh i
that we shoot across the sky
got me feeling drunk and high
poured on a symphony
so high so high
that we shoot across the sky
poured on a symphony
drink from me drink from me
i oh i oh i
that we shoot across the sky
got me feelin drunk and high
poured on a symphony
so high so high
that we shoot across the sky
oh angel sent from up above
you know you make my world light up
when i was down when i was hurt
you came to lift me up
life is a drink and loves a drug
oh now i think i must be miles up
when i was a river dried up
you came to rain a flood
i said drink from me drink from me
when i was so thirsty
poured on a symphony
now i just cant get enough
put your wings on me wings on me
when i was so heavy
poured on a symphony
when im low low low low
i oh i oh i
got me feeling drunk and high so high so high
oh i oh i oh i
now im feeling drunk and high so high so high woo
ooh ooh ooh
oh angel sent from up above
i feel you coursing through my blood
life is a drink and your loves about
to make the stars stars come out
put your wings on me wings on me
when i was so heavy
poured on a symphony
when im low low low low
i oh i oh i
got me feeling drunk and high so high so high
oh i oh i oh i
now im feeling drunk and high so high so high
i oh i oh i
la la la la la la la so high so high
i oh i oh i
now im feeling drunk and high so high so high
that we shoot across the sky
that we shoot across the
that we shoot across the sky
that we shoot across the that we shoot
that we shoot across the sky
that we shoot across the
that we shoot across the sky
that we shoot across the"
draft1_kaggle,"Sit Still, Look Pretty",Daya,6w2rrJsn8Qpa7veSaVAyKh,2016-10-07,91,D,Major,2,1,-4,0.85,0.73,0.29,0.0,0.43,0.11,"could dress up to get love but guess what
im never gonna be that girl
whos living in a barbie world
could wake up in makeup and play dumb
pretending that i need a boy
whos gonna treat me like a toy
i know the other girlies wanna wear expensive things like diamond rings
but i dont wanna be the puppet that youre playing on a string
this queen dont need a king
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
mr right could be nice for one night
but then he wanna take control
and i would rather fly solo
that snow white she did right in her life
had seven men to do the chores
cause thats not what a ladys for
the only thing a boys gonna give a girl for frees captivity
and i might love me some vanilla but im not that sugar sweet
call me hbic
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sure im a pretty girl up in a pretty world
but they say pretty hurts
and i dont wanna sit still
im a pretty girl up in a pretty world
but no i wont sit still look pretty
sure im a pretty girl uup in a pretty world
but they say pretty hurts
and i dont wanna sit still
imim a pretty girl up in a pretty world
but no i wont sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
cause i dont wanna sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty"
draft1_kaggle,"Sit Still, Look Pretty",Daya,6w2rrJsn8Qpa7veSaVAyKh,2016-10-07,182,D,Major,2,1,-4,0.66,0.74,0.14,0.0,0.18,0.27,"could dress up to get love but guess what
im never gonna be that girl
whos living in a barbie world
could wake up in makeup and play dumb
pretending that i need a boy
whos gonna treat me like a toy
i know the other girlies wanna wear expensive things like diamond rings
but i dont wanna be the puppet that youre playing on a string
this queen dont need a king
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
mr right could be nice for one night
but then he wanna take control
and i would rather fly solo
that snow white she did right in her life
had seven men to do the chores
cause thats not what a ladys for
the only thing a boys gonna give a girl for frees captivity
and i might love me some vanilla but im not that sugar sweet
call me hbic
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sure im a pretty girl up in a pretty world
but they say pretty hurts
and i dont wanna sit still
im a pretty girl up in a pretty world
but no i wont sit still look pretty
sure im a pretty girl uup in a pretty world
but they say pretty hurts
and i dont wanna sit still
imim a pretty girl up in a pretty world
but no i wont sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
cause i dont wanna sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty"
draft1_kaggle,"Sit Still, Look Pretty",Daya,6w2rrJsn8Qpa7veSaVAyKh,2016-10-07,182,D,Major,2,1,-3,0.66,0.79,0.12,0.0,0.18,0.26,"could dress up to get love but guess what
im never gonna be that girl
whos living in a barbie world
could wake up in makeup and play dumb
pretending that i need a boy
whos gonna treat me like a toy
i know the other girlies wanna wear expensive things like diamond rings
but i dont wanna be the puppet that youre playing on a string
this queen dont need a king
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
mr right could be nice for one night
but then he wanna take control
and i would rather fly solo
that snow white she did right in her life
had seven men to do the chores
cause thats not what a ladys for
the only thing a boys gonna give a girl for frees captivity
and i might love me some vanilla but im not that sugar sweet
call me hbic
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sure im a pretty girl up in a pretty world
but they say pretty hurts
and i dont wanna sit still
im a pretty girl up in a pretty world
but no i wont sit still look pretty
sure im a pretty girl uup in a pretty world
but they say pretty hurts
and i dont wanna sit still
imim a pretty girl up in a pretty world
but no i wont sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
cause i dont wanna sit still look pretty
oh i dont know what you been told
but this gal right heres gonna rule the world
yeah that is where im gonna be because i wanna be
no i dont wanna sit still look pretty
you get off on your 9to5
dream of picket fences and trophy wives
but no im never gonna be cause i dont wanna be
no i dont wanna sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty
sit still look pretty"
draft1_kaggle,On My Mind,Ellie Goulding,5a7NdkF09AfD0H607eiOkX,2015-11-06,155,C,Major,0,1,-7,0.7,0.71,0.26,0.0,0.09,0.05,"oh
oh oh oh oh
eh
its a little blurry how the whole thing started
i dont even really know what you intended
thought that you were cute and you could make me jealous
poured it down so i poured it down
next thing that i know im in a hotel with you
you were talkin deep like it was mad love to you
you wanted my heart but i just liked your tattoos
poured it down so i poured it down
and now i dont understand it
you dont mess with love you mess with the truth
and i know i shouldnt say it
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
i always hear always hear them talkin
talkin bout a girl bout a girl with my name
sayin that i hurt you but i still dont get it
you didnt love me no not really
wait
i couldve really liked you
ill bet ill bet thats why i keep on thinkin bout you
its a shame shame you said i was good
so i poured it down so i poured it down
and now i dont understand it
you dont mess with love you mess with the truth
and i know i shouldnt say it
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
but my heart dont understand
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you got yourself in a dangerous zone
cause we both have the fear fear of bein alone
and i still dont understand it ah
you dont mess with love you mess with the truth ah ah ah ah
and my heart dont understand it ah
understand it understand it ah ah ah ah
why i got you on my mind ahah
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
but my heart dont understand ah ah ah ah
why i got you on my mind ahah
you think you know somebody
why i got you on my mind oh
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
but my heart dont understand ah ah ah ah
why i got you on my mind ahah
you think you know somebody
you think you know somebody
why i got you on my mind
you think you know somebody
ah ah ah ah ahah"
draft1_kaggle,On My Mind,Ellie Goulding,5a7NdkF09AfD0H607eiOkX,2015-11-06,155,D,Minor,2,0,-7,0.7,0.69,0.26,0.0,0.09,0.05,"oh
oh oh oh oh
eh
its a little blurry how the whole thing started
i dont even really know what you intended
thought that you were cute and you could make me jealous
poured it down so i poured it down
next thing that i know im in a hotel with you
you were talkin deep like it was mad love to you
you wanted my heart but i just liked your tattoos
poured it down so i poured it down
and now i dont understand it
you dont mess with love you mess with the truth
and i know i shouldnt say it
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
i always hear always hear them talkin
talkin bout a girl bout a girl with my name
sayin that i hurt you but i still dont get it
you didnt love me no not really
wait
i couldve really liked you
ill bet ill bet thats why i keep on thinkin bout you
its a shame shame you said i was good
so i poured it down so i poured it down
and now i dont understand it
you dont mess with love you mess with the truth
and i know i shouldnt say it
but my heart dont understand
why i got you on my mind
why i got you on my mind
why i got you on my mind
why i got you on my mind
but my heart dont understand
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you got yourself in a dangerous zone
cause we both have the fear fear of bein alone
and i still dont understand it ah
you dont mess with love you mess with the truth ah ah ah ah
and my heart dont understand it ah
understand it understand it ah ah ah ah
why i got you on my mind ahah
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
but my heart dont understand ah ah ah ah
why i got you on my mind ahah
you think you know somebody
why i got you on my mind oh
you think you know somebody
why i got you on my mind
you think you know somebody
why i got you on my mind
but my heart dont understand ah ah ah ah
why i got you on my mind ahah
you think you know somebody
you think you know somebody
why i got you on my mind
you think you know somebody
ah ah ah ah ahah"
draft1_kaggle,Adventure of a Lifetime,Coldplay,69uxyAqqPIsUyTO8txoP2M,2015-12-04,112,G,Major,7,1,-4,0.64,0.92,0.0,0.0,0.15,0.04,"turn your magic on umi shed say
everythin you wants a dream away
we are legends every day
thats what she told me
turn your magic on to me shed say
everythin you wants a dream away
under this pressure under this weight
we are diamonds
now i feel my heart beatin
i feel my heart underneath my skin
now i feel my heart beatin
oh you make me feel
like im alive again
alive again
oh you make me feel
like im alive again
said i cant go on not in this way
im a dream that died by light of day
gonna hold up half the sky and say
only i own me
now i feel my heart beatin
i feel my heart underneath my skin
oh i can feel my heart beatin
cause you make me feel
like im alive again
alive again
oh you make me feel
like im alive again
turn your magic on umi shed say
everythin you wants a dream away
under this pressure under this weight
we are diamonds takin shape
we are diamonds takin shape
woo woohoo
woo woohoo
if weve only got this life this adventure oh then i
and if weve only got this life youll get me through alive
and if weve only got this life in this adventure oh then i
want to share it with you with you with you
oh see yeah see yeah i
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo
woohoo woohoo"
draft1_kaggle,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,2015-11-13,100,D,Major,2,1,-5,0.65,0.82,0.06,0.0,0.12,0.08,"i might never be your knight in shinin armour
i might never be the one you take home to mother
and i might never be the one who brings you flowers
but i can be the one be the one tonight
when i first saw you from across the room
i could tell that you were curious oh yeah
girl i hope youre sure what youre looking for
cause im not good at making promises
but if you like causing trouble up in hotel rooms
and if you like having secret little rendezvous
if you like to do the things you know that we shouldnt do
then baby im perfect
baby im perfect for you
and if you like midnight driving with the windows down
and if you like goin places we cant even pronounce
if you like to do whatever youve been dreamin about
then baby youre perfect
baby youre perfect
so lets start right now
i might never be the hands you put your heart in
or the arms that hold you any time you want them
but that dont mean that we cant live here in the moment
cause i can be the one you love from time to time
when i first saw you from across the room
i could tell that you were curious oh yeah
girl i hope youre sure what youre looking for
cause im not good at making promises
but if you like causing trouble up in hotel rooms
and if you like having secret little rendezvous
if you like to do the things you know that we shouldnt do
then baby im perfect
baby im perfect for you
and if you like midnight driving with the windows down
and if you like goin places we cant even pronounce
if you like to do whatever youve been dreamin about
then baby youre perfect
baby youre perfect
so lets start right now
and if you like cameras flashin every time we go out
oh yeah
and if youre looking for someone to write your breakup songs about
then baby im perfect
and baby were perfect
if you like causing trouble up in hotel rooms
and if you like having secret little rendezvous
if you like to do the things you know that we shouldnt do
then baby im perfect
baby im perfect for you
and if you like midnight driving with the windows down
and if you like goin places we cant even pronounce
if you like to do whatever youve been dreamin about
then baby youre perfect
baby youre perfect
so lets start right now"
draft1_kaggle,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,96,C♯/D♭,Minor,1,0,-3,0.83,0.65,0.58,0.0,0.09,0.08,"a club isnt the best place to find a lover
so the bar is where i go mm
me and my friends at the table doin shots
drinkin fast and then we talk slow mm
and you come over and start up a conversation with just me
and trust me ill give it a chance now mm
take my hand stop put van the man on the jukebox
and then we start to dance and now im singin like
girl you know i want your love
your love was handmade for somebody like me
well come on now follow my lead
i may be crazy dont mind me
say boy lets not talk too much
grab on my waist and put that body on me
well come on now follow my lead
come come on now follow my lead mm
im in love with the shape of you
we push and pull like a magnet do
although my heart is fallin too
im in love with your body
and last night you were in my room
and now my bed sheets smell like you
every day discoverin somethin brand new
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
every day discoverin somethin brand new
im in love with the shape of you
one week in we let the story begin
were goin out on our first date mm
you and me are thrifty so go allyoucaneat
fill up your bag and i fill up a plate mm
we talk for hours and hours about the sweet and the sour
and how your family is doin okay mm
and leave and get in a taxi and kiss in the back seat
tell the driver make the radio play and im singin like
girl you know i want your love
your love was handmade for somebody like me
well come on now follow my lead
i may be crazy dont mind me
say boy lets not talk too much
grab on my waist and put that body on me
well come on now follow my lead
come come on now follow my lead mm
im in love with the shape of you
we push and pull like a magnet do
although my heart is fallin too
im in love with your body
and last night you were in my room
and now my bed sheets smell like you
every day discoverin somethin brand new
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
oh i oh i oh i oh i
well im in love with your body
every day discoverin somethin brand new
im in love with the shape of you
come on be my baby come on
come on be my baby come on
come on be my baby come on
come on be my baby come on
come on be my baby come on
come on be my baby come on
come on be my baby come on
come on be my baby come on
im in love with the shape of you
we push and pull like a magnet do
although my heart is fallin too
im in love with your body
and last night you were in my room
and now my bed sheets smell like you
every day discoverin somethin brand new
well im in love with your body
come on be my baby come on
come on be my baby come on
im in love with your body
come on be my baby come on
come on be my baby come on
im in love with your body
come on be my baby come on
come on be my baby come on
im in love with your body
every day discoverin somethin brand new
im in love with the shape of you"
draft1_kaggle,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,2016-10-28,85,A#/B♭,Major,10,1,-7,0.36,0.56,0.7,0.0,0.09,0.06,"i met you in the dark you lit me up
you made me feel as though i was enough
we danced the night away we drank too much
i held your hair back when you were throwin up
then you smiled over your shoulder
for a minute i was stonecold sober
i pulled you closer to my chest
and you asked me to stay over
i said i already told ya
i think that you should get some rest
i knew i loved you then but youd never know
cause i played it cool when i was scared of letting go
i knew i needed you but i never showed
but i wanna stay with you until were grey and old
just say you wont let go
just say you wont let go
ill wake you up with some breakfast in bed
ill bring you coffee with a kiss on your head
and ill take the kids to school wave them goodbye
and ill thank my lucky stars for that night
when you looked over your shoulder
for a minute i forget that im older
i wanna dance with you right now woah
and you look as beautiful as ever
and i swear that every day youll get better
you make me feel this way somehow
im so in love with you and i hope you know
darlin your love is more than worth its weight in gold
weve come so far my dear look how weve grown
and i wanna stay with you until were grey and old
just say you wont let go
just say you wont let go
i wanna live with you even when were ghosts
cause you were always there for me when i needed you most
im gonna love you till my lungs give out
i promise till death we part like in our vows
so i wrote this song for you now everybody knows
that its just you and me till were grey and old
just say you wont let go
just say you wont let go
just say you wont let go
oh just say you wont let go"
draft1_kaggle,24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,2016-11-17,107,C♯/D♭,Major,1,1,-4,0.82,0.8,0.03,0.0,0.15,0.08,"tonight
i just wanna take you higher
throw your hands up in the sky
lets set this party off right
players
put your pinky rings up to the moon
girls what yall tryna do
24karat magic in the air
head to toe so player
look out uh
poppop its show time show time show time show time
guess whos back again brrah
oh they dont know go on tell em oh they dont know go on tell em
i bet they know as soon as we walk in showin up
wearin cuban links yeah designer minks yeah
inglewoods finest shoes woop woop
dont look too hard might hurt yourself
known to give the color red the blues
woo shit
im a dangerous man with some money in my pocket keep up
so many pretty girls around me and they wakin up the rocket keep up
why you mad fix your face aint my fault they all be jockin keep up
players only come on
put your pinky rings up to the moon
girls what yall tryna do
24karat magic in the air
head to toe so player
look out uh
second verse for the hustlers hustlers gangsters gangsters
bad bitches and your ugly ass friends haha
can i preach uhoh can i preach uhoh
i gotta show em how a pimp get it in
first take your sip sip do your dip dip
spend your money like money aint shit
oohooh we too fresh
got to blame it on jesus hashtag blessed
they aint ready for me uh
im a dangerous man with some money in my pocket keep up
so many pretty girls around me and they wakin up the rocket keep up
why you mad fix your face aint my fault they all be jockin keep up
players only come on
put your pinky rings up to the moon woo hey girls
what yall tryna do what you tryna do
24karat magic in the air air air
head to toe so player ooh
look out uh
woo everywhere i go they be like ooh so player
woo everywhere i go they be like ooh so player ah
woo everywhere i go they be like ooh so player ooh
now now now
now watch me break it down like ugh
24karat woo 24karat magic whats that sound
24karat 24karat magic come on now
24karat 24karat magic
dont fight the feelin invite the feelin just
put your pinky rings up to the moon ooh
girls what yall tryna do tell me what youre tryna do
24karat magic in the air yeah get up
head to toe so player hands up
put your pinky rings up to the moon 24karat 24karat magic
girls what yall tryna do 24karat 24karat magic do
24karat magic in the air 24karat 24karat magic
head to toe so player 24karat
look out uh 24karat magic"
draft1_kaggle,Location,Khalid,152lZdxL1OR0ZMW6KquMif,2017-04-27,80,C♯/D♭,Minor,1,0,-11,0.74,0.45,0.33,0.0,0.09,0.43,"send me your location lets
focus on communicating
cause i just need the time and place to come through place to come through
send me your location
lets ride the vibrations
i dont need nothing else but you
do not need nothing else but you
at times i wonder why i fool with you
but this is new to me this is new to you
initially i didnt wanna fall for you
gather my attention it was all for you so dont
take advantage dont leave my heart damaged
i understand that things go a little bit better when you plan it oh so wont
send me your location lets
focus on communicating
cause i just need the time and place to come through
send me your location
lets ride the vibrations
i dont need nothing else but you
i dont need nothing else but you
i dont wanna fall in love off of subtweets so
lets get personal
i got a lot of cool spots that we can go
tell me whats the move and i got you
im only acting like this cause i like you
just give me the vibe to slide in
oh i might make you mine by the night and
send me your location lets
focus on communicating
cause i just need the time and place to come through place to come through
send me your location
lets ride the vibrations
i dont need nothing else but you
i dont need nothing else but you
ride ride ride come and vibe with me tonight
i dont need nothing else but you
i dont need nothing else but you
ride ride ride come and vibe with me tonight
i dont need nothing else but you
nothing else but you
do do do do do do
oh oh mmm mmm mmm mmm
oh oh oh
oh oh oh mmm mmm mmm
do do do do do do do do
do do do do do do do
i dont need nothing else but you"
